transactionnumber,date,expensetype,expensearea,supplier,amount,file,negative
2127471,2020-04-22 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,347596.0,BART 01 - April.xlsx,1
2127481,2020-04-22 00:00:00,OFFICE & IT EQUIPMENT,QLIK SENSE IMPLEMENTATION,QLICK-IT LTD,59940.0,BART 01 - April.xlsx,1
2127489,2020-04-22 00:00:00,BUILDINGS / STRUCTURE,CHILLER REPLACEMENT - THEATRE 9 & 10,JD SERVICES HVAC LTD,43367.0,BART 01 - April.xlsx,1
2127522,2020-04-22 00:00:00,OFFICE & IT EQUIPMENT,ICT EQUIPMENT - ITU AND THEATRES,ERGO COMPUTING UK LTD,86049.0,BART 01 - April.xlsx,1
2127532,2020-04-22 00:00:00,OFFICE & IT EQUIPMENT,ISILON DATA STORAGE 19/20,INSIGHT DIRECT UK LTD,316906.0,BART 01 - April.xlsx,1
2127532,2020-04-22 00:00:00,OFFICE & IT EQUIPMENT,ICT REPLACEMENT 19/20,INSIGHT DIRECT UK LTD,84684.0,BART 01 - April.xlsx,1
2127532,2020-04-22 00:00:00,COMPUTER HARDWARE,COVID-19 - CORPORATE,INSIGHT DIRECT UK LTD,36616.0,BART 01 - April.xlsx,1
2127537,2020-04-22 00:00:00,INFORMATION TECHNOLOGY  LICENCES,INVENTORY MANAGEMENT SYSTEM - PILOT,INGENICA SOLUTIONS LTD,40187.0,BART 01 - April.xlsx,1
2127545,2020-04-22 00:00:00,SPECIALIST BED/MATRESSES,BED & MATTRESS - NUH,ARJO UK LTD,74551.0,BART 01 - April.xlsx,1
2127558,2020-04-22 00:00:00,OFFICE & IT EQUIPMENT,ICT NETWORK UPGRADE 19/20,BATES IT LTD,53338.0,BART 01 - April.xlsx,1
2127558,2020-04-22 00:00:00,OFFICE & IT EQUIPMENT,ICT NETWORK UPGRADE 19/20,BATES IT LTD,53338.0,BART 01 - April.xlsx,1
2127593,2020-04-22 00:00:00,BUILDINGS / STRUCTURE,MEDICAL OXYGEN AND VACUUM OUTLETS,SHJ HOSPITAL PIPELINES LTD,44910.0,BART 01 - April.xlsx,1
2127594,2020-04-22 00:00:00,EXTERNAL CLINICAL SERVICES,LLOYDS PHARMACY DRUGS RECHARGE,LLOYDS PHARMACY,2583701.0,BART 01 - April.xlsx,1
2127625,2020-04-22 00:00:00,TELECOMMS MAINTENANCE,TELEPHONY & UNIFIED COMMUNICATIONS,MIRACALL SOLUTIONS LTD,47200.0,BART 01 - April.xlsx,1
2127645,2020-04-22 00:00:00,MANAGEMENT / FINANCE CONSULTANCY,SECURITY OPERATIONS CENTRE SOLUTION,BLOCK SOLUTIONS LTD,25050.0,BART 01 - April.xlsx,1
2127645,2020-04-22 00:00:00,COMPUTER HARDWARE,COVID-19 - CORPORATE,BLOCK SOLUTIONS LTD,107468.0,BART 01 - April.xlsx,1
2127645,2020-04-22 00:00:00,TELEPHONES: RENTAL,NETWORK AND SECURITY,BLOCK SOLUTIONS LTD,35517.0,BART 01 - April.xlsx,1
2127645,2020-04-22 00:00:00,MANAGEMENT / FINANCE CONSULTANCY,SBH WIRELESS 19/20,BLOCK SOLUTIONS LTD,26100.0,BART 01 - April.xlsx,1
2127691,2020-04-22 00:00:00,BLOOD - CONTRACT BTS,BLOOD PRODUCTS,NHS BLOOD AND TRANSPLANT,276434.0,BART 01 - April.xlsx,1
2127709,2020-04-22 00:00:00,COMPUTER SOFTWARE,QLIK SENSE IMPLEMENTATION,QLIKTECH UK LTD,360000.0,BART 01 - April.xlsx,1
2127709,2020-04-22 00:00:00,INFORMATION TECHNOLOGY  LICENCES,CENTRAL BI AND REPORTING,QLIKTECH UK LTD,123227.0,BART 01 - April.xlsx,1
2127743,2020-04-24 00:00:00,LABORATORY TESTS NHS,CARDIOLOGY IMAGING,QS ENTERPRISES LTD,60114.0,BART 01 - April.xlsx,1
2127756,2020-04-24 00:00:00,BUILDINGS / STRUCTURE,EDC - CANCER CENTRE AT MILE END,LOGAN CONSTRUCTION (SE) LTD,226550.0,BART 01 - April.xlsx,1
2127797,2020-04-24 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,FRESENIUS MEDICAL CARE (UK) LTD,72000.0,BART 01 - April.xlsx,1
2127841,2020-04-24 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,33750.0,BART 01 - April.xlsx,1
2127844,2020-04-24 00:00:00,CONSULTANCY FEES,WX REDEVELOPMENT PROGRAMME,CURRIE AND BROWN,52020.0,BART 01 - April.xlsx,1
2127866,2020-04-24 00:00:00,MEDICAL & SURGICAL EQUIPMENT,BARTS HOSPITAL ORTHOPAEDIC CENTRE - NEWHAM,B BRAUN MEDICAL LTD,31303.0,BART 01 - April.xlsx,1
2127906,2020-04-24 00:00:00,BUILDINGS / STRUCTURE,WOMEN AND CHILDREN'S SERVICES,FOREST GATE CONSTRUCTION CO LTD,134686.0,BART 01 - April.xlsx,1
2127906,2020-04-24 00:00:00,BUILDINGS / STRUCTURE,MATERNITY WORKS- NON DONATED,FOREST GATE CONSTRUCTION CO LTD,38438.0,BART 01 - April.xlsx,1
2127929,2020-04-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),68000.0,BART 01 - April.xlsx,1
2127929,2020-04-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),497195.0,BART 01 - April.xlsx,1
2127929,2020-04-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),118159.0,BART 01 - April.xlsx,1
2127929,2020-04-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),87462.0,BART 01 - April.xlsx,1
2127929,2020-04-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),424814.0,BART 01 - April.xlsx,1
2127929,2020-04-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),139420.0,BART 01 - April.xlsx,1
2127930,2020-04-24 00:00:00,INFORMATION TECHNOLOGY  LICENCES,COVID-19 - CORPORATE,ITHEALTH UK LTD,25560.0,BART 01 - April.xlsx,1
2127961,2020-04-29 00:00:00,AGENCY: ADMIN & CLERICAL,CENTRAL BI AND REPORTING,MBI HEALTH CONSULTING LTD,30939.0,BART 01 - April.xlsx,1
2127980,2020-04-29 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,124711.0,BART 01 - April.xlsx,1
2128042,2020-04-29 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,BAXTER HEALTHCARE LTD,39600.0,BART 01 - April.xlsx,1
2128063,2020-04-29 00:00:00,MEDICAL & SURGICAL EQUIPMENT,REPLACEMENT WASHING MACHINES AND RO UNIT - MDG19/20,KEYMED MEDICAL & INDUSTRIAL EQUIPMENT LTD,304757.0,BART 01 - April.xlsx,1
2128071,2020-04-29 00:00:00,CONSULTANCY FEES,EPR DEVELOPMENT AND SUPPORT,CERNER LTD,25796.0,BART 01 - April.xlsx,1
2128071,2020-04-29 00:00:00,CONSULTANCY FEES,EPR DEVELOPMENT AND SUPPORT,CERNER LTD,250000.0,BART 01 - April.xlsx,1
2128076,2020-04-29 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,STRYKER UK LTD,36498.0,BART 01 - April.xlsx,1
2128106,2020-04-29 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,CSL BEHRING,253050.0,BART 01 - April.xlsx,1
2128110,2020-04-29 00:00:00,OTHER EXPENSES,TRUST SOFT FM CONTRACT,SERCO LTD,5767222.0,BART 01 - April.xlsx,1
2128115,2020-04-29 00:00:00,MEDICAL & SURGICAL EQUIPMENT,ED RESUS MONITORS - FP526,PHILIPS HEALTHCARE UK,116809.0,BART 01 - April.xlsx,1
2128121,2020-04-29 00:00:00,STATIONERY - GENERAL,HEALTH RECORDS - SBH,CROWN RECORDS MANAGEMENT LTD,32313.0,BART 01 - April.xlsx,1
2128121,2020-04-29 00:00:00,STATIONERY - GENERAL,HEALTH RECORDS - RLH,CROWN RECORDS MANAGEMENT LTD,57994.0,BART 01 - April.xlsx,1
2128121,2020-04-29 00:00:00,STATIONERY - GENERAL,HEALTH RECORDS - SBH,CROWN RECORDS MANAGEMENT LTD,31227.0,BART 01 - April.xlsx,1
2128121,2020-04-29 00:00:00,STATIONERY - GENERAL,HEALTH RECORDS - SBH,CROWN RECORDS MANAGEMENT LTD,28959.0,BART 01 - April.xlsx,1
2128129,2020-04-29 00:00:00,RECRUITMENT EXPENSES,WXH RADIOLOGY MEDICAL STAFF,TELEMEDICINE CLINIC LTD,25816.0,BART 01 - April.xlsx,1
2128137,2020-04-29 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,122583.0,BART 01 - April.xlsx,1
2128137,2020-04-29 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,451093.0,BART 01 - April.xlsx,1
2128162,2020-04-29 00:00:00,SOFTWARE MAINTENANCE,SERVER,INSIGHT DIRECT UK LTD,107292.0,BART 01 - April.xlsx,1
2128189,2020-04-29 00:00:00,TRAINING COURSE FEES,LDA WORKFORCE INVESTMENT,CITY UNIVERSITY,60000.0,BART 01 - April.xlsx,1
2128212,2020-04-29 00:00:00,RATES,THE HAVEN,LONDON BOROUGH OF TOWER HAMLETS,32000.0,BART 01 - April.xlsx,1
2128212,2020-04-29 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,929936.0,BART 01 - April.xlsx,1
2128212,2020-04-29 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,43890.0,BART 01 - April.xlsx,1
2128212,2020-04-29 00:00:00,RATES,RATES & RENTS - MEH,LONDON BOROUGH OF TOWER HAMLETS,39678.0,BART 01 - April.xlsx,1
2128220,2020-04-29 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,31058.0,BART 01 - April.xlsx,1
2128220,2020-04-29 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,36125.0,BART 01 - April.xlsx,1
2128226,2020-04-29 00:00:00,BUILDINGS / STRUCTURE,LEGIONELLA  WORKS - BLOCK 23,STONEGROVE LTD,49134.0,BART 01 - April.xlsx,1
2128230,2020-04-29 00:00:00,MEDICAL & SURGICAL EQUIPMENT,MAMMOGRAPHY SPECIMEN CABINET FOR RLH - MDG 19/20,MEDICAL IMAGING SYSTEMS,191970.0,BART 01 - April.xlsx,1
2128233,2020-04-29 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,58950.0,BART 01 - April.xlsx,1
2128233,2020-04-29 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,235800.0,BART 01 - April.xlsx,1
2128233,2020-04-29 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,68452.0,BART 01 - April.xlsx,1
2128244,2020-04-29 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2019/20,EAST LONDON NHS FOUNDATION TRUST,51561.0,BART 01 - April.xlsx,1
2128244,2020-04-29 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2019/20,EAST LONDON NHS FOUNDATION TRUST,78546.0,BART 01 - April.xlsx,1
2128246,2020-04-29 00:00:00,OTHER EXPENSES,RETINOBLASTOMA,GREAT ORMOND ST HOSPITAL FOR CHILDREN NHS TRUST,29496.0,BART 01 - April.xlsx,1
2128249,2020-04-29 00:00:00,OTHER EXPENSES,OPHTHALMOLOGY MEDICAL STAFF,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,47773.0,BART 01 - April.xlsx,1
2128255,2020-04-29 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),91495.0,BART 01 - April.xlsx,1
2128255,2020-04-29 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),475354.0,BART 01 - April.xlsx,1
2128255,2020-04-29 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),160223.0,BART 01 - April.xlsx,1
2128282,2020-04-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,JANSSEN-CILAG LTD,48975.0,BART 01 - April.xlsx,1
2128304,2020-04-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,ULTRASOUND SYSTEM - ACUSON SEQUOIA,SIEMENS HEALTHCARE LTD,94500.0,BART 01 - April.xlsx,1
2128399,2020-04-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,HAC PORTABLE ECHO MACHINE,SUPPLY CHAIN COORDINATION LTD (SCCL),48000.0,BART 01 - April.xlsx,1
2128399,2020-04-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,PCCU ULTRASOUND - MDG 19/20,SUPPLY CHAIN COORDINATION LTD (SCCL),75000.0,BART 01 - April.xlsx,1
2128399,2020-04-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,EDC LOGIQ E10 ULTRASOUNDS X 2,SUPPLY CHAIN COORDINATION LTD (SCCL),143149.0,BART 01 - April.xlsx,1
2128400,2020-04-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),46762.0,BART 01 - April.xlsx,1
2128400,2020-04-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),248702.0,BART 01 - April.xlsx,1
2128400,2020-04-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),76912.0,BART 01 - April.xlsx,1
3578,2020-05-01 00:00:00,RECRUITMENT EXPENSES,NGH CORPORATE SERVICES COVID19,PULSE HEALTHCARE LTD,48800.0,BART 02 - May.xlsx,1
3531,2020-05-04 00:00:00,STAFF PROTECTIVE CLOTHING,SITE MANAGEMENT - NGH COVID19,EXCELSIOR UK LTD,127820.0,BART 02 - May.xlsx,1
3539,2020-05-04 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 COSTS - RLH,STAYDRY RAINWEAR LTD,46560.0,BART 02 - May.xlsx,1
3573,2020-05-04 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID19 STORE - RLH,COMMERCIAL LTD,67500.0,BART 02 - May.xlsx,1
3560,2020-05-06 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,REGEN MEDICAL GROUP LTD,200000.0,BART 02 - May.xlsx,1
2128415,2020-05-06 00:00:00,MEDICAL & SURGICAL EQUIPMENT,ULTRASOUND TRAINING ROOM,INIGO CONTRACT SERVICES LTD,38840.0,BART 02 - May.xlsx,1
2128415,2020-05-06 00:00:00,BUILDINGS / STRUCTURE,FORMATION OF DECANT SPACE,INIGO CONTRACT SERVICES LTD,36127.0,BART 02 - May.xlsx,1
2128439,2020-05-06 00:00:00,NON-CLINICAL EQUIPMENT HIRE,ANA MEDICAL STAFF,ROTAMAP LTD,32697.0,BART 02 - May.xlsx,1
2128439,2020-05-06 00:00:00,NON-CLINICAL EQUIPMENT HIRE,ANA MEDICAL STAFF,ROTAMAP LTD,44279.0,BART 02 - May.xlsx,1
2128513,2020-05-06 00:00:00,OTHER EXPENSES,PFI FM SERVICES,CAPITAL HOSPITALS LTD,69253.0,BART 02 - May.xlsx,1
2128513,2020-05-06 00:00:00,MEDICAL & SURGICAL EQUIPMENT,MES CT SCANNERS X 3,CAPITAL HOSPITALS LTD,670107.0,BART 02 - May.xlsx,1
2128544,2020-05-06 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,50963.0,BART 02 - May.xlsx,1
2128544,2020-05-06 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,173990.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,ESTATES SERVICES CONTRACTS,KINGS GEORGE SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,193856.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,LEASE CHARGES,QUEENS - SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,125000.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,LEASE CHARGES,QUEENS - SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,125000.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,PURCHASE SERVICE FROM NHS TRUST,QUEENS - SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,125000.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,PROPERTY RENTS,KINGS GEORGE SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,99594.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,PROPERTY RENTS,KINGS GEORGE SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,99594.0,BART 02 - May.xlsx,1
2128636,2020-05-06 00:00:00,PROPERTY RENTS,KINGS GEORGE SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,99594.0,BART 02 - May.xlsx,1
2128644,2020-05-06 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),62721.0,BART 02 - May.xlsx,1
2128644,2020-05-06 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),287658.0,BART 02 - May.xlsx,1
2128644,2020-05-06 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),57955.0,BART 02 - May.xlsx,1
2128645,2020-05-06 00:00:00,MED & SURG EQUIP MAINTENANCE,NMES DIAGNOSTIC IMAGING,SUPPLY CHAIN COORDINATION LTD (SCCL),65723.0,BART 02 - May.xlsx,1
2128649,2020-05-06 00:00:00,CLINICAL EQUIPMENT HIRE,PET - CT,INHEALTH LTD,76650.0,BART 02 - May.xlsx,1
3541,2020-05-07 00:00:00,BUILDINGS / STRUCTURE,14 & 15 FLOORS CONVERSION RLH - FOR COVID 19 WARDS,WATES CONSTRUCTION LTD,5386770.0,BART 02 - May.xlsx,1
3542,2020-05-07 00:00:00,PFI UC OTHER SERVICE PAYMENTS,PFI UNITARY FEE,HEALTHCARE SUPPORT (NEWHAM) LTD,571622.0,BART 02 - May.xlsx,1
3542,2020-05-07 00:00:00,PFI UC MSP FACILITIES MANAGEMENT SERVICES,PFI UNITARY FEE,HEALTHCARE SUPPORT (NEWHAM) LTD,91109.0,BART 02 - May.xlsx,1
3546,2020-05-07 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,BULK MRO INDUSTRIAL SUPPLY INC,293715.0,BART 02 - May.xlsx,1
3550,2020-05-07 00:00:00,OTHER EXPENSES,PFI FM SERVICES,CAPITAL HOSPITALS LTD,1059536.0,BART 02 - May.xlsx,1
3561,2020-05-11 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID19 STORE - RLH,COMMERCIAL LTD,65000.0,BART 02 - May.xlsx,1
3561,2020-05-11 00:00:00,MEDICAL & SURGICAL EQUIPMENT,STRATEGIC SOURCING,COMMERCIAL LTD,149500.0,BART 02 - May.xlsx,1
2128670,2020-05-11 00:00:00,LEASE VEHICLES,A & E MEDICAL STAFF WC,LONDON'S AIR AMBULANCE,46791.0,BART 02 - May.xlsx,1
2128698,2020-05-11 00:00:00,ACCOUNTS EXTERNAL AUDIT FEES,OPERATIONAL FINANCE,GRANT THORNTON,32872.0,BART 02 - May.xlsx,1
2128714,2020-05-11 00:00:00,MEDICAL & SURGICAL EQUIPMENT,LUNG FUNCTION TESTING MACHINE,VYAIRE UK 236 LTD,28264.0,BART 02 - May.xlsx,1
2128738,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,NUH PHARMACY STOCK,ABBVIE LTD,27054.0,BART 02 - May.xlsx,1
2128749,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,GILEAD SCIENCES LTD,31329.0,BART 02 - May.xlsx,1
2128754,2020-05-11 00:00:00,MEDICAL & SURGICAL EQUIPMENT,IMAGING DURABLES - MES 19/20,CAPITAL HOSPITALS LTD,138723.0,BART 02 - May.xlsx,1
2128772,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,NOVARTIS CONSUMER HEALTH,72122.0,BART 02 - May.xlsx,1
2128792,2020-05-11 00:00:00,RECRUITMENT EXPENSES,NGH CORPORATE SERVICES COVID19,PULSE HEALTHCARE LTD,26179.0,BART 02 - May.xlsx,1
2128850,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,68928.0,BART 02 - May.xlsx,1
2128850,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,42920.0,BART 02 - May.xlsx,1
2128850,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,29687.0,BART 02 - May.xlsx,1
2128850,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY PSU STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,38398.0,BART 02 - May.xlsx,1
2128850,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY PSU STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,52011.0,BART 02 - May.xlsx,1
2128852,2020-05-11 00:00:00,CONSULTANCY FEES,PMO DELIVERY,PRICEWATERHOUSECOOPERS,40000.0,BART 02 - May.xlsx,1
2128858,2020-05-11 00:00:00,BUILDINGS / STRUCTURE,WOMEN AND CHILDREN'S SERVICES,FOREST GATE CONSTRUCTION CO LTD,43001.0,BART 02 - May.xlsx,1
2128869,2020-05-11 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,41082.0,BART 02 - May.xlsx,1
2128873,2020-05-11 00:00:00,COMPUTER HARDWARE,SITE MANAGEMENT - NGH COVID19,AMP NETWORKING LTD,58656.0,BART 02 - May.xlsx,1
2128882,2020-05-11 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2018/19 EXCESS TREATMENT COSTS,EAST LONDON NHS FOUNDATION TRUST,30609.0,BART 02 - May.xlsx,1
2128885,2020-05-11 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2018/19 EXCESS TREATMENT COSTS,NORTH EAST LONDON NHS FOUNDATION TRUST,44793.0,BART 02 - May.xlsx,1
2128890,2020-05-11 00:00:00,MEDICAL & SURGICAL EQUIPMENT,ULTRASOUND TRAINING ROOM,SUPPLY CHAIN COORDINATION LTD (SCCL),84942.0,BART 02 - May.xlsx,1
3543,2020-05-12 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,28200.0,BART 02 - May.xlsx,1
3559,2020-05-13 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,COVID19 COSTS - RLH,ACTIVATEC INTERNATIONAL GMBH & CO KG,95944.0,BART 02 - May.xlsx,1
2128936,2020-05-13 00:00:00,MEDICAL & SURGICAL EQUIPMENT,VITAL LINKS OBSERVATION CARTS,HILL ROM,49140.0,BART 02 - May.xlsx,1
2128992,2020-05-13 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CLINICAL ENGINEERING,FRESENIUS KABI LTD,120000.0,BART 02 - May.xlsx,1
2128992,2020-05-13 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CLINICAL ENGINEERING,FRESENIUS KABI LTD,30000.0,BART 02 - May.xlsx,1
2129014,2020-05-13 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,ALEXION PHARMA UK LTD,75600.0,BART 02 - May.xlsx,1
2129021,2020-05-13 00:00:00,INFORMATION TECHNOLOGY  LICENCES,PMO DELIVERY,AMPERSAND HEALTH LTD,38400.0,BART 02 - May.xlsx,1
2129060,2020-05-13 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,193972.0,BART 02 - May.xlsx,1
2129060,2020-05-13 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,44272.0,BART 02 - May.xlsx,1
2129060,2020-05-13 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,243899.0,BART 02 - May.xlsx,1
2129106,2020-05-13 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,UNISURGE INTERNATIONAL LTD,65879.0,BART 02 - May.xlsx,1
2129111,2020-05-13 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,SLE LTD,52939.0,BART 02 - May.xlsx,1
2129123,2020-05-13 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,ALLOGA UK LTD,108000.0,BART 02 - May.xlsx,1
2129130,2020-05-13 00:00:00,PATIENTS APPLIANCES,ORTHODONTICS,WOODLANDS DENTAL LABORATORY,35881.0,BART 02 - May.xlsx,1
2129148,2020-05-13 00:00:00,MINOR WORKS RECHARGE,COVID-19 - ESTATES,COOLING CONTROL SYSTEMS LTD,36000.0,BART 02 - May.xlsx,1
