organisationname,date,transactionnumber,supplier,expensearea,expensetype,amount,file,negative,ideptfamily
Royal Free London NHS Foundation Trust,24/07/2020,1457659,Nhs Shared Business Services Ltd,Tw:Payroll,Other Non-Clinical Services,54864.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1460860,Corona Energy,Rf:Energy,Gas,210099.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1460862,Corona Energy,Rf:Energy,Gas,-210099.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,24/07/2020,1460996,Metier Healthcare Ltd,Bh:Pfi Project,Consultancy Fees,3467673.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1464559,Corona Energy,Rf:Energy,Gas,175449.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1467366,Corona Energy,Rf:Energy,Gas,-175449.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,24/07/2020,1468786,Martech Technical Services Ltd,Rf:Int Building Fabric-Backlog,Building Contracts,30274.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469355,Baxter Healthcare Ltd,Rf:Capd,Renal Dialysis Consumables,90703.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469356,Baxter Healthcare Ltd,Rf:Capd,Renal Dialysis Consumables,187601.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469449,North Middlesex University Hospital Nhs Trust,Rf:Ophthalmology-Medical,Outpatients - Slr,52848.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469450,North Middlesex University Hospital Nhs Trust,Rf:Ophthalmology-Medical,Outpatients - Slr,52848.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469451,North Middlesex University Hospital Nhs Trust,Rf:Ophthalmology-Medical,Outpatients - Slr,52848.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469643,Supply Chain Coordination Ltd (Maintenance),Rf:Radiology,Radiology Maint Contracts,86748.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469674,Synergy Health Managed Services Ltd,Bh:Operations Dir Admin,Bedding & Linen,51945.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1469861,Softcat Limited,Tw:Nursing Administratn,Other Non-Clinical Services,89280.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1470530,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,82187.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1470532,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,113024.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1470661,Mems Power Generation Ltd,Rf:Hv Generator  - Backlog,Estates Services Contracts,25331.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1470916,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1471909,Uclh Nhs Foundation Trust,Tw:Balance Sheet,Pharmacy Issues & Receipts,28888.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1472568,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32125.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1472756,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,39867.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1473387,Dictate It,Tw:Patient Systems,Office Equipment,33422.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1473620,Utilyx Healthcare Energy Services Ltd,Rf:Energy,Energy Management Contracts,150978.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1474068,Darwin Group Limited,Bh:Modular Ward,Building Contracts,1861250.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1474314,Nhs Pensions,Tw:Balance Sheet,Early Retirement > 1 Year,130307.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1474967,Ecourier,Rf:Rfh Transport,Transport-Equipment/Materials,63607.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475024,Nhs Resolution,Rf:Projects,Insurance Costs,2759807.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475024,Nhs Resolution,Tw:Clinical Risk + Safety,Insurance Costs,58902.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475295,Biotest Uk Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,39000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475300,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,30806.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475586,Alloga Uk,Tw:Balance Sheet,Pharmacy Issues & Receipts,36000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475827,Cec Healthcare Coding Ltd,Tw:Clinical Coding,It Service Contracts,46801.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1475858,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,28962.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1476889,Radiology Reporting Online Llp,Bh:Radiology,Healthcare Commercial Sector,50831.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1477081,Utilyx Healthcare Energy Services Ltd (Ancil),Rf:Energy,Rentals Operating Leases,93496.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1477705,Nhs Blood And Transplant,Bh:Blood Tran,Blood Products,70992.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1477708,Nhs Blood And Transplant,Rf:Haematology Labs,Blood Products,168943.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1478721,Esine Limited,Rf:Electrical Projects-Backlog,Engineering Equip & Materials,27301.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1478730,Link Treasury Services Ltd,Rf:Renal Technicians,Msse Lease Charges,25104.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1480449,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,58371.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1481632,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,928470.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1481638,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,62162.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1481667,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,198734.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,1481695,Change Healthcare Uk Holdings Ltd,Bh:Barnet Ecg Dept,Msse Maintenance Contracts,36542.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,17637,Novartis Pharmaceuticals,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,35114.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,17638,Novartis Pharmaceuticals,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,56389.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,3060,Currie & Brown Uk Limited,Tw:Whht Consultancy,Consultancy Fees,71928.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,3212,Althea Uk And Ireland Ltd,Tw:Ebme,Msse Maintenance Contracts,43745.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/07/2020,3213,Althea Uk And Ireland Ltd,Tw:Ebme,Msse Maintenance Contracts,43745.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1473736,Mbi Healthcare Technologies Ltd,Tw:Performance Information,It Service Contracts,124018.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1474069,4c Associates Ltd,Tw:Commercial  Finance,Other Non-Clinical Supplies,108000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1474370,Ellis Building Services Ltd,Rf:Mechanical Projects-Backlog,Estates Services Contracts,200159.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1475169,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,64698.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1475321,Csl Behring,Tw:Balance Sheet,Pharmacy Issues & Receipts,168000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1475341,Eumedica Sa,Tw:Balance Sheet,Pharmacy Issues & Receipts,25653.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1475373,Grifols Uk Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,98750.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1475424,Octapharma Limited,Tw:Balance Sheet,Pharmacy Issues & Receipts,72800.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1476345,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,34085.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1476896,Imperial College Healthcare Nhs Trust,Rf:Haemophilia,Drugs (Tedd),278525.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1477111,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,85820.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1477942,London International Exhibition Centre Plc,Tw:Nightingale Ward (Excel),Building Contracts,30625.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1478977,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,35945.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1479001,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,27275.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1480667,Roche Products Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,42963.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1480679,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,115512.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1481637,Virgin Media Business,Tw:It Infrastructure,It Equipment,25280.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1482838,Bayer Plc,Tw:Balance Sheet,Pharmacy Issues & Receipts,59309.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,18004,Gilead Sciences Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,28293.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,2777,Jc Watson Mechanical Ltd,Tw:Ih Catering Patients,Catering Equipment,36238.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1477195,Molnlycke Healthcare Ltd,Rf:Covid-19 (Surge),Med&Surg Equipment Disposable,39693.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1477300,Sharpsmart Ltd,Rf:Waste Management,Refuse Collection-Clinical,216000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1478033,Supply Chain Coordination Ltd (Maintenance),Rf:Medical Physics,Msse Maintenance Contracts,99566.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1478632,Atalian Servest Security Limited,Rf:Rfh Facilities Management,Other Non-Clinical Services,406180.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1479871,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31841.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1480391,Genzyme Therapaeutics Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,42270.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1482705,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,40436.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1482917,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,108404.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1483448,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,43885.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1483535,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,44366.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1483566,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,51825.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,1483862,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32165.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,07/08/2020,18003,Gilead Sciences Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,35033.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/08/2020,1478111,Metier Healthcare Ltd,Bh:Pfi Project,Consultancy Fees,3278186.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,14/08/2020,1481180,Interserve Catering Services Ltd,Rf:Pp Hotel Services,Contract Catering,77106.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,14/08/2020,1481181,Interserve Catering Services Ltd,Rf:Pp Hotel Services,Contract Catering,77106.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,14/08/2020,1481498,Abbott Laboratories Ltd,Bh:Pathology Managed Lab Serv.,Pathology Mls Contract,83540.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,14/08/2020,1481541,Charles & Co. Construction Services,Rf:Covid 19 2na Icu Surge,Bld Mnt-Ext Repairs,59808.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,14/08/2020,1482850,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,51343.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,21/08/2020,1440616,Ascom (Uk) Ltd,Rf:Engineering,Engineering Equip & Materials,59983.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,21/08/2020,1453103,Barts Health Nhs Trust,Rf:Haemophilia,Community Drugs (Tedd),620182.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,21/08/2020,1470538,Ascom (Uk) Ltd,Rf:Engineering,Engineering Equip & Materials,-59983.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,04/09/2020,1414583,Rfl Property Services Limited,Tw:Balance Sheet,Property Services Finance Leas,-94800.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,04/09/2020,1448791,Rfl Property Services Limited,Tw:Balance Sheet,Property Services Finance Leas,-64800.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,04/09/2020,1479914,Rfl Property Services Limited,Rf:Property Services,Ic Management Service,72903.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/09/2020,1453102,Barts Health Nhs Trust,Rf:Haemophilia,Services Nhsts Clinical,112458.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/09/2020,1453105,Barts Health Nhs Trust,Rf:Haemophilia,Community Drugs (Tedd),620182.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/09/2020,1453106,Barts Health Nhs Trust,Rf:Haemophilia,Services Nhsts Clinical,112458.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/09/2020,1453107,Barts Health Nhs Trust,Rf:Haemophilia,Community Drugs (Tedd),620182.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/09/2020,1453108,Barts Health Nhs Trust,Rf:Haemophilia,Services Nhsts Clinical,112458.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,24/09/2020,1454945,Barts Health Nhs Trust,Bh:Celbss Breast Screening,Ahp Recharges In,-52327.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,24/09/2020,1467478,Barts Health Nhs Trust,Rf:Haemophilia,Community Drugs (Tedd),-207164.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,24/09/2020,1474246,Barts Health Nhs Trust,Rf:Haemophilia,Community Drugs (Tedd),732640.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1407226,University College London,Tw:Library Services,Library Service Non-Nhs,99084.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1449782,Rfl Dispensary Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,1374191.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1450022,Rdp Group (Uk) Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,33011.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1453950,A1r Services Ltd,Rf:Minor Works,Building Equipment & Materials,30000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1457331,Rfl Dispensary Services Ltd,Rf:Dispensary Services,Ic Management Service,809552.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1461191,Cfes Limited,Cd:Decontamination Services,Building Contracts,185161.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1461835,University College London,Tw:Library Services,Library Service Non-Nhs,99084.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,01/08/2020,1469666,Elis Uk Ltd,Rf:Rfh Facilities Contract,Contract Laundry,85642.0,ROYF 04-06 - July - September.csv,1,
