ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,expensetypoe
NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,47.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,1760.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,31913996,1638.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,6466.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,133881.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,2988.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,8798.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,3219.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,31914002,6689.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,2558.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,531.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,679.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,229.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,7947.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,31914002,1180.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,9568.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,126500.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,4421.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,13337.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,4764.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,31914013,9931.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,2374.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,8747.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,192.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,9953.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,2874.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,31914013,2512.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Recharge : Received,THIRD PARTY HOSTED SERVICE 7,CONNAUGHT SQUARE PRACTICE,31914013,38025.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Recharge : Received,THIRD PARTY HOSTED SERVICE 7,NHS HILLINGDON CCG,31922454,34964.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31922478,1076601.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,31952528,61920.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Recharge : Received,THIRD PARTY HOSTED SERVICE 7,WEST LONDON NHS TRUST,31991221,102184.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,LONDONWIDE LMCS,31991257,39374.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Basic Sal-Internal Recharge-Pay,COMMISSIONING - NON ACUTE,NHS BRENT CCG,31991258,57628.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Basic Sal-Internal Recharge-Pay,CONTRACT MANAGEMENT,NHS BRENT CCG,31991264,141037.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Basic Sal-Internal Recharge-Pay,PRIMARY CARE IT,NHS BRENT CCG,31991264,27396.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,THIRD PARTY HOSTED SERVICE 7,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31991264,240497.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Clinical&Medical-Commercial Sector,URGENT CARE,NORTHERN DOCTORS URGENT CARE,31991271,441667.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,32006406,233333.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,32006427,32491.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,32030945,32491.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,32030946,31619.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,32030948,47343.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Basic Sal-Rechgs to-from Other NHS,THIRD PARTY HOSTED SERVICE 7,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,32030958,35660.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,32030960,98347.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,32030974,72859.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Basic Sal-Rechgs to-from Other NHS,THIRD PARTY HOSTED SERVICE 7,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32030975,59205.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,External Consultancy Fees,THIRD PARTY HOSTED SERVICE 7,CONCENTRA CONSULTING LTD,32032989,96000.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Seconded-Basic Sal-Staff fm oth org,PROGRAMME PROJECTS,NHS NORTH CENTRAL LONDON CCG,32062724,45443.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Cont Care-Learning Disab(<65),LEARNING DIFFICULTIES,ACCOMPLISH GROUP,32072580,-48777.0,NWCL 01 -  April.pdf.csv,-1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32101467,55814.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32139600,40188.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Recharge : Received,COMMISSIONING - NON ACUTE,NHS HAMMERSMITH AND FULHAM CCG,32139603,127325.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32155514,96610.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Cont Care- Children,Children's Continuing Care,CITY OF WESTMINSTER,32155515,97882.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,CHILD AND ADOLESCENT MENTAL HEALTH,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32155518,63000.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,CHILD AND ADOLESCENT MENTAL HEALTH,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32155519,50000.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Recharge : Received,COMMISSIONING - NON ACUTE,NHS HAMMERSMITH AND FULHAM CCG,32155520,335186.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Clinical&Medical-Serv Recd-NHS Trst,COMMUNITY SERVICES,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32155521,73406.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Cont Care-Learning Disab(<65),LEARNING DIFFICULTIES,PRECIOUS HOMES LTD,32155528,25398.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,HOSPICES,TRINITY HOSPICE,32155536,39752.0,NWCL 01 -  April.pdf.csv,1,
NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32155537,-945088.0,NWCL 01 -  April.pdf.csv,-1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34652256,-724711.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,COMMISSIONING RESERVE,Recharge : Received,IMPERIAL COLLEGE HEALTH PARTNERS LTD,34486102,-249600.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34200877,-139368.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,KINGS COLLEGE HEALTH CENTRE,34516437,-122945.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,AT MEDICS STREATHAM PLACE,34516455,-71069.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,COMMISSIONING RESERVE,Hotel And Accomodation Costs,GROVE HEATHROW RENAISSANCE LTD TA RENAISSANCE,34552747,-60292.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,SOHO SQUARE GENERAL PRACTICE,34516449,-32443.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Out of Hours Opt Outs,KINGS COLLEGE HEALTH CENTRE,34516437,-12084.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,VICTORIA MEDICAL CENTRE,34614383,-9931.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,VICTORIA MEDICAL CENTRE,34614383,-9568.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,VICTORIA MEDICAL CENTRE,34614383,-6773.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,AT MEDICS STREATHAM PLACE,34516455,-6611.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs,VICTORIA MEDICAL CENTRE,34614383,-6396.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,BALANCE SHEET,Statutory Mat Pay < 1 yr,HMRC,34615820,-5105.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,VICTORIA MEDICAL CENTRE,34614383,-4764.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension ERs Adjs - PMS,AT MEDICS STREATHAM PLACE,34516455,-3339.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,SOHO SQUARE GENERAL PRACTICE,34516449,-2766.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension ERs Adjs - PMS,KINGS COLLEGE HEALTH CENTRE,34516437,-2628.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension ERs Adjs - PMS,SOHO SQUARE GENERAL PRACTICE,34516449,-2588.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension EEs-PMS,KINGS COLLEGE HEALTH CENTRE,34516437,-2284.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension EEs-PMS,AT MEDICS STREATHAM PLACE,34516455,-1781.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension EEs Adjs - PMS,SOHO SQUARE GENERAL PRACTICE,34516449,-1674.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension EEs Adjs - PMS,AT MEDICS STREATHAM PLACE,34516455,-1121.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS GP Statutory Levy,KINGS COLLEGE HEALTH CENTRE,34516437,-939.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS GP Statutory Levy,VICTORIA MEDICAL CENTRE,34614383,-892.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS GP Statutory Levy,AT MEDICS STREATHAM PLACE,34516455,-464.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - PMS TPS Added Years Adj EEs,KINGS COLLEGE HEALTH CENTRE,34516437,-315.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS GP Statutory Levy,SOHO SQUARE GENERAL PRACTICE,34516449,-227.0,NWCL 08 - November.pdf.csv,-1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,MAIDA VALE MEDICAL CENTRE (THE),34614377,2.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,MAIDA VALE MEDICAL CENTRE (THE),34614377,9.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,SOHO SQUARE SURGERY,34614380,50.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Water Rates,CONNAUGHT SQUARE PRACTICE,34516430,52.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,VICTORIA MEDICAL CENTRE,34614384,52.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS PCN DES Participation,HOMELESS HEALTH CIC,34516458,65.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,PIMLICO HEALTH AT THE MARVEN SURGERY,34628291,96.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,BALANCE SHEET,Post Graduate Loan Payable,HMRC,34615820,127.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Water Rates,PADDINGTON GREEN HEALTH CENTRE,34516448,129.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Water Rates,DR MAHER SHAKARCHIS PRACTICE,34516434,195.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Prior Year EEs,KINGS COLLEGE HEALTH CENTRE,34516438,197.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,VICTORIA MEDICAL CENTRE,34614384,201.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,SOHO SQUARE SURGERY,34614380,224.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - PMS GP Prior Year ERs,KINGS COLLEGE HEALTH CENTRE,34516438,227.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,COVENT GARDEN MEDICAL CENTRE,34614352,234.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,DR MAHER SHAKARCHIS PRACTICE,34516434,264.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,ST JOHNS WOOD MEDICAL PRACTICE,34614382,267.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,CAVENDISH HEALTH CENTRE,34516428,276.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,DOCTOR HICKEY SURGERY,34516432,287.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MAYFAIR MEDICAL CENTRE,34614375,367.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,SOHO SQUARE SURGERY,34614380,445.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR ABOUZEKRY,34614354,460.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,FITZROVIA MEDICAL CENTRE,34628290,500.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,LANARK MEDICAL CENTRE,34516436,538.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR G AHMED,34614357,547.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,DR MAHER SHAKARCHIS PRACTICE,34516434,561.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,FITZROVIA MEDICAL CENTRE,34628290,561.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS PCN DES Participation,SOHO SQUARE GENERAL PRACTICE,34516450,601.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,KINGS COLLEGE HEALTH CENTRE,34516438,616.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,PIMLICO HEALTH AT THE MARVEN SURGERY,34628291,616.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs Adjustments,CRAWFORD STREET SURGERY,34614387,620.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MEDICAL CENTRE WOODFIELD ROAD,34614372,620.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,WESTBOURNE GREEN SURGERY (THE),34516452,632.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,VICTORIA MEDICAL CENTRE,34614384,655.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,COVENT GARDEN MEDICAL CENTRE,34614352,674.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,CRAWFORD STREET SURGERY,34614387,723.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,LITTLE VENICE MEDICAL CENTRE,34614370,726.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR VICTORIA MUIRS PRACTICE,34614363,847.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,WELLINGTON HEALTH CENTRE (THE),34516454,878.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MAIDA VALE MEDICAL CENTRE (THE),34614377,935.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,CAVENDISH HEALTH CENTRE,34516428,940.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,CRAWFORD STREET SURGERY,34614387,958.0,NWCL 08 - November.pdf.csv,1,
