ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,exepensearea
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,31898294,1291.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,31898320,1297.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SK GILL,31898334,1305.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,31898338,1343.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,31914128,1378.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,31898376,1450.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,31898344,1450.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,31898367,1452.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEALTH PROMOTION CENTRE,31898351,1460.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RC MOORE,31898325,1477.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,1540.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR B GOHIL,31898278,1544.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,31898308,1576.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RK BHATT,31914128,1588.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N ISSAC,31898321,1596.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR L DAS,31898317,1601.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AD LEWIS,31914108,1608.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,31898346,1616.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,31898340,1623.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR PERINPANAYAGAM & PARTNERS,31914132,1658.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,31898294,1706.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR HM QADAN,31898298,1712.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,31898274,1741.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31867719,1804.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,31914143,1810.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,31897802,1824.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,31898287,1871.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,31898278,1881.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,31898304,1882.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,31898334,1896.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BS & SK MANGAT,31898282,1919.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,31898367,1933.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JUBILEE GARDENS MEDICAL CENTRE,31898359,1970.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,31914118,1973.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR L DAS,31898317,2016.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,31898287,2053.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MWH PRACTICE,31898365,2069.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,2069.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,31914140,2075.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AK SANDHU,31898283,2093.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,31914124,2123.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,31898315,2144.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,2149.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,31914137,2186.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAMMOND ROAD PRACTICE,31898376,2207.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,2230.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DCM EVANS & PARTNERS,31914113,2249.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,31898282,2250.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,31914132,2268.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,31898370,2300.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CROWN STREET SURGERY,31898276,2301.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,31914124,2305.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DA JENKINS,31898287,2312.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,31898296,2355.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,31914137,2356.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,31898327,2373.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,31898359,2389.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,31898359,2453.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ARGYLE SURGERY,31898377,2480.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,31898312,2550.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,31898365,2567.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,31898344,2591.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,31898281,2602.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,31898325,2658.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,31898325,2685.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,31898376,2809.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,31898377,2850.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,31914118,2853.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,31914113,2882.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,31914128,2961.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,31898342,2970.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,31898365,2985.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,31914140,2991.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,31898276,3020.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,31898363,3029.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,31914118,3074.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,31898346,3095.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,31914128,3190.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR N CROWLEY,31898317,3205.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,31898298,3209.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,31898334,3210.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,31898357,3238.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,31898276,3267.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,31898370,3294.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GORDON HOUSE SURGERY,31914140,3311.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,31914137,3335.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,31914143,3400.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,Recharge : Received,CHAIR AND NON EXECS,NHS CENTRAL LONDON (WESTMINSTER) CCG,31803299,3417.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,31898296,3425.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,31914124,3428.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,31898281,3463.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,31898292,3532.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,31914143,3599.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,31898302,3618.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,31914143,3664.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,31914124,3694.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,31898287,3769.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,31898342,3815.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,31898300,3817.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,31914132,3887.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,31898336,3980.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,31898332,4015.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SHC VALENTINE,31898332,4043.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,31898306,4132.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,31898351,4170.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,31898294,4173.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,31914132,4189.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,31898336,4197.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,31898308,4204.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,31914137,4211.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,31898289,4290.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,31914132,4357.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,31898300,4393.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,31914148,4440.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,4478.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,31898274,4487.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,31914148,4575.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,31898298,4597.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,31898310,4605.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,31914108,4605.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,31898285,4612.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WESTSEVEN GP,31914152,4633.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,31898332,4679.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,31914137,4732.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,31898340,4750.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,31898363,4768.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,31914148,4785.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,31898283,4825.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,31898289,4833.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,31898292,4844.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,31898285,4876.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,31898283,4887.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR PERINPANAYAGAM & PARTNERS,31914137,4896.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,31898348,4909.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,31898320,4960.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,31898361,5117.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,31898327,5241.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,31898323,5295.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,31898278,5826.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,Recharge : Received,PROGRAMME PROJECTS,NHS CENTRAL LONDON (WESTMINSTER) CCG,31803306,5830.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,31898367,5855.0,NWEA 01- April.pdf.csv,1,
NHS Ealing CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,31914118,6174.0,NWEA 01- April.pdf.csv,1,
