ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,exepnsearea
NHS Brent CCG,30-Apr-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,1999.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,31974994,2009.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR P JAGADAMBE & DR KHURJEKAR,31951297,2028.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR J SALINSKY & PTNRS,31951276,2070.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PRESTON MEDICAL CENTRE,31974996,2137.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR A SELWYN & PARTNERS,31951261,2162.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR A SELWYN & PARTNERS,31951261,2181.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,31951276,2200.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PB PATEL,31951307,2223.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,2299.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MAPESBURY MEDICAL GROUP,31951341,2395.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ZN NAJIM,31951311,2404.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMPTON HEALTH CENTRE,31951325,2412.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR REDRADO & PARTNERS,31951305,2445.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TUDOR HOUSE MEDICAL CENTRE,31974993,2621.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P CHATLANI,31951297,2651.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANCELOT MEDICAL CENTRE,31974995,2656.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),31951309,2662.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STAG - HOLLYROOD PRACTICE,31951323,2666.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR ABRAHAMS & PARTNERS,31960111,2707.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR CHANDRASEKARA & PARTNERS,31951272,2750.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,31974989,2782.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,TUDOR HOUSE MEDICAL CENTRE,31974993,2788.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,31974989,2809.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),31951309,2825.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR REDRADO & PARTNERS,31951305,2892.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,31974994,3005.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,31951316,3070.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,31951331,3083.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FREUCHEN MEDICAL CENTRE,31951522,3299.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CHANDRASEKARA & PARTNERS,31951272,3359.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),31951337,3367.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR T PRADHAN & PARTNERS,31951313,3385.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,3444.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR T PRADHAN & PARTNERS,31951312,3607.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR P C MEHTA & DR S P MEHTA,31951295,3618.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,3620.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),31951333,3802.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR K N BALAN,31951283,3883.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,31951265,3921.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,COUNSELLING SERVICES,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,4000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,31951339,4029.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,31974994,4035.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,31951276,4039.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KAMAL & PARTNERS,31951285,4061.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR K N BALAN,31951283,4087.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR TATE & PARTNERS,31974994,4175.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,31951326,4230.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M A KHAN & PARTNERS LONDON,31951293,4292.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,31974992,4372.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,31951281,4381.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P C MEHTA & DR S P MEHTA,31951295,4466.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,FREUCHEN MEDICAL CENTRE,31951522,4470.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STAG LANE MEDICAL CENTRE,31951524,4508.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STAG - HOLLYROOD PRACTICE,31951323,4562.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,31951267,4695.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SUDBURY & ALPERTON MEDICAL,31951328,4795.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,31951267,4833.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR P C MEHTA & DR S P MEHTA,31951295,4885.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Computer Software/License,GP FORWARD VIEW,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,5000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R RASOOLY,31951300,5001.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,31951263,5125.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAPESBURY MEDICAL GROUP,31951341,5140.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),31951335,5196.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KAMAL & PARTNERS,31951285,5341.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M M BAYER & PARTNERS,31951287,5397.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,31951270,5445.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,31974994,5568.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,31974989,5643.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR P C MEHTA & DR S P MEHTA,31951295,5667.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,5706.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR KAMAL & PARTNERS,31951285,5777.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR M M BAYER & PARTNERS,31951287,5825.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR ABRAHAMS & PARTNERS,31974989,5837.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KRAUS & PTNRS,31951291,5896.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,31951278,5971.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,31951267,6003.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,6065.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,31974994,6197.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,31974990,6326.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),31951309,6597.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,31951331,7163.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR A SELWYN & PARTNERS,31951261,7216.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,31951265,7333.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31867718,7457.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RAMDAHEN & PARTNERS,31951303,7559.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),31951337,7721.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAZELDENE MEDICAL CENTRE,31951319,7846.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31861065,8102.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR CHANDRASEKARA & PARTNERS,31951272,8158.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KRAUS & PTNRS,31951291,8345.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,31974989,8397.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,31951316,8829.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,31974992,8925.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,9000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,31951316,9227.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,31951274,9604.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS LES Caretaking Payments,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,31974994,9756.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Chrgs from SLA,PROCUREMENT,NHS SHARED BUSINESS SERVICES LTD,31986923,10154.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,THIRD PARTY HOSTED SERVICE 5,NHS WEST LONDON (K&C & QPP) CCG,31986895,10599.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,MAPESBURY MEDICAL GROUP,31951341,10800.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR A SELWYN & PARTNERS,31951261,10990.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HAZELDENE MEDICAL CENTRE,31951319,11141.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,GENERAL RESERVE - PROGRAMME,BRENT CENTRE FOR YOUNG PEOPLE,32031608,11166.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STAG - HOLLYROOD PRACTICE,31951323,11401.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR T PRADHAN & PARTNERS,31951313,12115.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,31951278,12188.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,31974989,12356.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,31951270,12566.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,STAG - HOLLYROOD PRACTICE,31951323,14107.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Training Expenses,GP FORWARD VIEW,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,16000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,MENTAL CAPACITY ACT,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,17000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,External Consultancy Fees,THIRD PARTY HOSTED SERVICE 5,NHS WEST LONDON (K&C & QPP) CCG,31986911,18687.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,CHILD AND ADOLESCENT MENTAL HEALTH,BRENT CENTRE FOR YOUNG PEOPLE,32031604,22333.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),31951307,23822.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,HOSPICES,MARIE CURIE,31867718,25019.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH LTD,31849735,25046.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Telecoms-Data lines,PRIMARY CARE IT,EXPONENTIAL-E LTD,31825424,28752.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Cont Care-Funded Nursing Care Allow,GENERAL RESERVE - PROGRAMME,CARE UK COMMUNITY PARTNERSHIPS LTD,32031522,29020.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,TUDOR HOUSE MEDICAL CENTRE,31974992,29020.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - OTHER,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,30000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Hlthcre-Foundation Trsts,ACUTE COMMISSIONING,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,30000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Chrgs from SLA,THIRD PARTY HOSTED SERVICE 1,NHS SHARED BUSINESS SERVICES LTD,31988058,30461.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,31000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PRESTON MEDICAL CENTRE,31974996,31088.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HILLTOP MEDICAL PRACTICE,31951316,31479.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,GP FORWARD VIEW,LAW MEDICAL GROUP PRACTICE,31920359,33529.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR PB PATEL,31951305,33843.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SMS MEDICAL PRACTICE,31951319,33869.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Professional Fees,OPERATIONS MANAGEMENT,NHS NEL CSU,31986911,34348.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STAG LANE MEDICAL CENTRE,31951524,34564.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR P CHATLANI,31951297,35026.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,36000.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMPTON HEALTH CENTRE,31951325,36342.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,NCAS/OATS,HIGHGATE PRIVATE CLINIC LTD,31920373,36851.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,31951313,36930.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),31951337,36979.0,NWBR 01 - April.pdf.csv,1,
NHS Brent CCG,30-Apr-20,Clinical&Medical-Commercial Sector,ACUTE CHILDRENS SERVICES,NHS CENTRAL LONDON (WESTMINSTER) CCG,31960111,37000.0,NWBR 01 - April.pdf.csv,1,
