Department,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,-279.96
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,JOHAL & PARTNERS,-265.85
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SMITH C J & PARTNERS,-245.05
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,-229.32
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,-169.97
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,-169.67
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,-160.67
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR FREEMAN & PARTNERS,-126.11
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,-119.08
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,-87.82
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,PUTNEYMEAD GROUP MEDICAL PRACTICE,-80.34
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,V M BEARN,-59.15
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,-58.17
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,-57.77
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,-55.31
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,LAMBTON ROAD MEDICAL PRACTICE,-54.82
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,-53.4
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,SMITH C J & PARTNERS,-50.52
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,-40.9
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,CHEAM FAMILY PRACTICE,-40.42
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,J GRANNELL,-35.33
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,-34.22
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,-32.9
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,WIMBLEDON MEDICAL CENTRE,-28.76
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR B NAHA,-26.46
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROWANS SURGERY (THE),-21.44
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ROWANS SURGERY (THE),-20.64
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ROWANS SURGERY (THE),-17.95
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR N SORNALINGAM & PARTNERS,-17.25
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,-11.98
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,0.02
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,0.02
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,0.02
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAIDER PRACTICE,2.3
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR RODRIGUES & PARTNERS,13.67
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,16.12
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,STENT & PARTNERS,17.1
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ADDINGTON MEDICAL PRACTICE,19.14
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,19.29
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAIDER PRACTICE,19.49
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DANEBURY AVENUE SURGERY,20.73
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR FLOOD & PARTNERS,21.71
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR N SORNALINGAM & PARTNERS,24.38
Department of Health,NHS South West London CCG,31/07/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,STENT & PARTNERS,26.44
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,A F FROLEY,30.96
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PATEL D & PARTNERS,32.99
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR M F JOHNSON & PARTNERS,41.89
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR BOTTING & PARTNERS,42.73
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,JOHAL & PARTNERS,43.17
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHRISTIE CL & PARTNERS,46
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LAVENDER HILL GROUP PRACTICE,47.87
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR P P CHARLTON & PARTNERS,49.24
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR N SORNALINGAM & PARTNERS,49.26
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LAVENDER HILL GROUP PRACTICE,52.77
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,KUDRA AP,61.47
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DANEBURY AVENUE SURGERY,62.36
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,STENT & PARTNERS,64.52
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR P W NEWLANDS & PARTNERS,73.29
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR GARDINER & PARTNER,76.92
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,STONECOT SURGERY,77.04
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR WILCOCK & PARTNERS,77.13
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,D H GORDON,93.98
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MAYFIELD SURGERY,108.19
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR Z GHUFOOR & PARTNER,110.14
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR A SARAJLIC,119.99
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,T K HALDER,167.5
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PRACTICE FURZEDOWN,181.85
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,QUEENSTOWN ROAD MEDICAL PRACTICE,183.6
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,197.91
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,205.11
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR RODRIGUES & PARTNERS,215.66
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ADDINGTON MEDICAL PRACTICE,220.08
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MALDON ROAD SURGERY,222.75
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,240.24
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SMITH C J & PARTNERS,240.24
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CHILDS & PARTNERS,254
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LAVENDER HILL GROUP PRACTICE,255.87
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR TC MOHAN,280
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ST PAULS COTTAGE,280
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,TRINITY MEDICAL CENTRE LONDON,284.65
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR GIBBS & PARTNERS LONDON,292.55
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,304.62
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR A GALLOWAY & PARTNERS,311.98
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARUCH & PARTNERS,321.67
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,JUBILEE SURGERY(THE),326.25
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR FREEMAN & PARTNERS,328.95
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR A DITRI & PARTNERS,342.25
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHILL MEDICAL CENTRE,344.73
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEAM FAMILY PRACTICE,347.69
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,V M BEARN,348.41
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,T K HALDER,348.86
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR R LALL,354.31
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Children,CHILDREN'S CONTINUING CARE PERSONAL HEALTH BUDGETS,WANDSWORTH COUNCIL,360
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MAYFIELD SURGERY,364.08
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR WE GRIFFITHS,365.5
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KUMAR & PARTNERS,366.67
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR T GOONERATNE,386.06
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,JOHAL & PARTNERS,387.75
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,ST PAULS COTTAGE,388.62
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR T WIN,391.5
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,KUMAR & PARTNERS,392.5
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HALING PARK PARTNERSHIP,396.88
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,COUNTRY PARK PRACTICE,409.17
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MAYFIELD SURGERY,413.63
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AGRAWAL R K & K,414.61
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR WILCOCK & PARTNERS,416.92
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CENTRAL MEDICAL CENTRE,418.91
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHRISTIE CL & PARTNERS,420
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR I D R HARPER & PARTNERS,420
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ALTON PRACTICE (THE),437.23
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR GARDINER & PARTNER,440.21
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PRACTICE FURZEDOWN,446.51
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,450.17
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR A SARAJLIC,455.19
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DANEBURY AVENUE SURGERY,459.42
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR B NAHA,461.5
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,TRINITY MEDICAL CENTRE LONDON,464.25
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,STENT & PARTNERS,467.58
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR PARAMESWARAN,469.1
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CENTRAL MEDICAL CENTRE,470.75
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,K KO,473.92
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SINHA V,492.22
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R LALL,494.6
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,B HUDSON,505.41
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ADDISCOMBE ROAD SURGERY,508.74
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HALING PARK PARTNERSHIP,509.13
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CANBURY MEDICAL CENTRE,522.67
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KINGSTON HEALTH CENTRE,527.46
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,VINEYARD HILL ROAD SURGERY,529.56
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR FLOOD & PARTNERS,532
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MALDON ROAD SURGERY,533.68
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR WE GRIFFITHS,533.76
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,LANGLEY MEDICAL PRACTICE,542.73
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR FREEMAN & PARTNERS,546.09
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SINHA V,546.47
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALTON PRACTICE (THE),552.85
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S WOOLF,554.68
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHILDS & PARTNERS,555.39
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,560
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,V M BEARN,560
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,563.5
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR BOTTING & PARTNERS,564.42
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR T H TOOSY,567.43
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R DABO,578.79
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,583.34
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL CENTRE CROYDON,586.02
