Department Family,Entity,Date,Expsene Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,DR PLANA F & PARTNER,32690186,431.4
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,MORNINGTON SURGERY,32666211,434.67
Department of Health,CCG,30/06/2020,ME?PMS GP Pension EEs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,BELVEDERE MEDICAL CENTRE,32690166,439.5
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,EXCHANGE SURGERY,32690047,440.2
Department of Health,CCG,30/06/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,32768864,442
Department of Health,CCG,30/06/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,32768857,448
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year AVCs,PRC DELEGATED CO?COMMISSIONING,HURLEY CLINIC,32690069,449.06
Department of Health,CCG,30/06/2020,C&M?PMS Prem Water Rates,PRC DELEGATED CO?COMMISSIONING,ST MARKS MEDICAL CENTRE,32690205,468.56
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,WHITEHOUSE SURGERY,32768129,469.82
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,TRAFALGAR SURGERY,32690123,470.24
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,GILLMANS ROAD SURGERY,32768077,471.38
Department of Health,CCG,30/06/2020,C&M?GMS Prem Water Rates,PRC DELEGATED CO?COMMISSIONING,BROMLEY COMMON PRACTICE,32768139,476.12
Department of Health,CCG,30/06/2020,C&M?PMS Prem Clinical Waste,PRC DELEGATED CO?COMMISSIONING,DR BHADRA & DR PADIYAR PARTNERS TA RIVERSIDE SURGERY,32690222,477.18
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,CRESCENT SURGERY ORPINGTON,32768057,480.79
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,CLAPHAM FAMILY PRACTICE,32666198,484.22
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,ELM LODGE SURGERY,32666203,484.22
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DEPTFORD MEDICAL CENTRE,32807138,486.27
Department of Health,CCG,30/06/2020,C&M?APMS Contract Value,PRC DELEGATED CO?COMMISSIONING,QUAY HEALTH SOLUTIONS CIC,32690159,493.61
Department of Health,CCG,30/06/2020,C&M?GMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,PLUMBRIDGE MEDICAL CENTRE,32820084,497.31
Department of Health,CCG,30/06/2020,C&M?APMS Other Baseline Adjustment,PRC DELEGATED CO?COMMISSIONING,THAMESMEAD HEALTHCARE CENTRE,32690221,500
Department of Health,CCG,30/06/2020,ME?PMS GP Pension ERs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,BELVEDERE MEDICAL CENTRE,32690166,505.6
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BANK HOUSE SURGERY FARNBOROUGH,32768031,519.91
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,ALBION STREET HEALTH CENTRE,32690007,528.24
Department of Health,CCG,30/06/2020,C&M?GMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,EDEN PARK SURGERY,32768065,528.24
Department of Health,CCG,30/06/2020,Computer Hardware Purch,PROGRAMME PROJECTS,DELL CORPORATION LTD,32901020,540
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,SOUTH LAMBETH ROAD PRACTICE,32666218,551.69
Department of Health,CCG,30/06/2020,C&M?GMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,SUNDRIDGE MEDICAL CENTRE,32753684,551.81
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,FAMILY SURGERY ORPINGTON,32768075,557.77
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BULBANKS MEDICAL CENTRE,32668621,559.87
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,EDITH CAVELL PRACTICE,32690045,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,ERINGTON AT THE PAVILION,32690050,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,LEES ROAD SURGERY,32690071,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,SILVERLOCK,32690105,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BALLATER,32768026,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BIGGIN HILL SURGERY,32768035,560
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,SURGERY BIGGIN HILL,32768116,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,WOODLANDS PRACTICE,32768136,560
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,OAKFIELD SURGERY LONDON,32768146,560
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,MORNINGTON SURGERY,32666211,576.18
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BROMLEY GP ALLIANCE,32753692,582.02
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR COUTINHO M J,32690176,593.09
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,OAKFIELD SURGERY LONDON,32768146,602.42
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ROBIN HOOD SURGERY,32753678,606.01
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DEERBROOK SURGERY,32666201,609.21
Department of Health,CCG,30/06/2020,C&M?APMS Prem Other,PRC DELEGATED CO?COMMISSIONING,ERINGTON AT THE PAVILION,32690050,611.25
Department of Health,CCG,30/06/2020,C&M?PMS PCO Doctors Ret Scheme,PRC DELEGATED CO?COMMISSIONING,HETHERINGTON GROUP PRACTICE,32666208,615.36
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,PARK MEDICAL CENTRE LONDON,32690090,618.99
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,VAUXHALL SURGERY,32690131,619.13
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,WESTWOOD SURGERY,32690211,621.56
Department of Health,CCG,30/06/2020,C&M?PMS Prof fees Prescribing,PRC DELEGATED CO?COMMISSIONING,SOUTHBROUGH LANE SURGERY,32768110,621.82
Department of Health,CCG,30/06/2020,C&M?PMS Prem Water Rates,PRC DELEGATED CO?COMMISSIONING,TORRIDON ROAD MEDICAL PRACTICE,32690121,625.71
Department of Health,CCG,30/06/2020,C&M?GMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,BROMLEY COMMON PRACTICE,32768139,628.12
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ST MARY CRAY PRACTICE,32768125,631.73
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,OAKVIEW FAMILY PRACTICE,32666214,634.07
Department of Health,CCG,30/06/2020,C&M?PMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,PICKHURST SURGERY,32753676,634.69
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,TRAFALGAR SURGERY,32690123,640.26
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,DULWICH MEDICAL CENTRE CRYSTAL PALACE,32690053,647.1
Department of Health,CCG,30/06/2020,C&M?GMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,GILLMANS ROAD SURGERY,32768077,648.63
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,INGELTON AVENUE,32820089,650.32
Department of Health,CCG,30/06/2020,C&M?PMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,SUMMERCROFT SURGERY,32768119,664.88
Department of Health,CCG,30/06/2020,C&M?PMS Prem Water Rates,PRC DELEGATED CO?COMMISSIONING,SOUTHBROUGH LANE SURGERY,32768110,666.56
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR J BAJWA & PARTNERS,32668628,666.67
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR M CHAND,32690178,670.03
Department of Health,CCG,30/06/2020,Income tax <1Yr?Student Loans,BALANCE SHEET,HMRC,32768863,673
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,WAVERLEY PRACTICE,32690212,677.51
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN S,32690184,686.49
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BRIXTON HILL GROUP PRACTICE,32690013,700
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,DOWNHAM FAMILY MEDICAL PRACTICE,32690031,700
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690157,700
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,DR M CHAND,32690178,700
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,FAIRFIELDS PRACTICE LONDON,32690194,700
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,GREENWICH PENINSULA,32690218,700
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,ST MARY CRAY PRACTICE,32768125,700
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,CLAPHAM PARK GROUP PRACTICE,32690018,704.32
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,WELLS PARK PRACTICE,32690134,713
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,OAKVIEW FAMILY PRACTICE,32666214,716.52
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,HURLEY CLINIC,32690069,717.5
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,WICKHAM PARK SURGERY,32753689,717.94
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,CLIFTON RISE PRACTICE,32690027,723.33
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BANNOCKBURN SURGERY,32690168,726.55
Department of Health,CCG,30/06/2020,C&M?GMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,FAMILY SURGERY ORPINGTON,32768075,727.71
Department of Health,CCG,30/06/2020,C&M?PMS Prem Clinical Waste,PRC DELEGATED CO?COMMISSIONING,ALBION STREET HEALTH CENTRE,32690007,728.25
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR M CHAWDHERY TA 306 MED CNT,32690039,737.57
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,SUNDRIDGE MEDICAL CENTRE,32753684,738.24
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR BRADFORD & PARTNERS,32690033,738.92
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,745.89
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,COLDHARBOURHILL PMS,32668624,748.16
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,M THAVAPALAN & PARTNERS,32690189,757.28
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR DOHA,32690035,761.81
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,AKERMAN MEDICAL PRACTICE,32690005,765.64
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,SANDMERE PRACTICE,32690102,766.16
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,GRAFTON SQUARE SURGERY,32820065,775.44
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,SURGERY BECKENHAM,32768114,779.04
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DERRY DOWNS SURGERY,32768062,787.36
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector ? Prior Year,COMMISSIONING SCHEMES,HHR MEDICAL PRACTICE,32582817,788
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,VASSALL MEDICAL CENTRE,32690129,792.36
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR VIRJI & BEGLEY,32690043,794.31
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,PAXTON GREEN PRACTICE,32666216,796.29
Department of Health,CCG,30/06/2020,Income tax <1Yr?Student Loans,BALANCE SHEET,HMRC,32768855,808
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,LISTER HEALTH CENTRE DR ARUMUGARAASAH & RATNESWAREN,32690075,812.1
Department of Health,CCG,30/06/2020,C&M?APMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,817.53
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,STREATHAM PLACE,32690142,822.69
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,VALLEY ROAD SURGERY LONDON,32820053,829.4
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR BHADRA & DR PADIYAR PARTNERS TA RIVERSIDE SURGERY,32690222,831.67
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PARKVIEW SURGERY LONDON,32820036,832.66
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,PARK MEDICAL CENTRE LONDON,32690090,833.25
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BECKETT HOUSE PRACTICE,32689996,840
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,WOOLSTONE MEDICAL CENTRE,32690140,840
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,M THAVAPALAN & PARTNERS,32690189,840
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,WOODLANDS IN SIDCUP,32690217,840
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BANK HOUSE SURGERY FARNBOROUGH,32768031,840
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,TUDOR WAY SURGERY,32768128,840
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,DEPTFORD MEDICAL CENTRE,32807138,840
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR MASTERTON & PARTNERS,32674505,840.37
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,NEW MILL STREET SURGERY,32666212,851.17
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,SURGERY BROMLEY,32768117,855.26
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PENROSE GROUP KINGFISHER MEDICAL CENTRE,32807153,856.6
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ALL SAINTS MEDICAL CENTRE,32690163,858.29
Department of Health,CCG,30/06/2020,C&M?GMS Prof Fees Prescribing,PRC DELEGATED CO?COMMISSIONING,LINKS MEDICAL PRACTICE (THE),32768092,859.02
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ROSENDALE SURGERY,32690100,870.27
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,FORGE CLOSE SURGERY,32768083,870.5
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,NIGHTINGALE SURGERY LONDON,32666213,877.53
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,IVEAGH SURGERY,32690066,880.4
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,TORRIDON ROAD MEDICAL PRACTICE,32690121,880.4
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690155,880.4
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,SOUTHBROUGH LANE SURGERY,32768110,880.4
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,STERNHALL LANE SURGERY,32690109,880.82
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ELTHAM PALACE SURGERY,32690192,882.28
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DOWNHAM FAMILY MEDICAL PRACTICE,32690031,887.96
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,CORNER SURGERY,32690025,904.48
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,SPRINGFIELD MEDICAL CENTRE,32690107,913.67
Department of Health,CCG,30/06/2020,ME?PMS GP Pension EEs?PMS,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690157,916.11
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ST JAMES PRACTICE,32768123,916.12
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PARK MEDICAL CENTRE LONDON,32690090,919.1
Department of Health,CCG,30/06/2020,C&M?PMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,DR MCINTYRE & PARTNERS,32690180,924.42
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR M CHAWDHERY TA 306 MED CNT,32690039,927.58
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,WOODLAND SURGERY LONDON,32690215,929.89
Department of Health,CCG,30/06/2020,C&M?APMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,MALLING HEALTH (UK) LTD CLOVER,32690223,931.37
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PENROSE LEE SURGERY,32690093,931.47
Department of Health,CCG,30/06/2020,Income tax <1Yr?Student Loans,BALANCE SHEET,HMRC,32768864,935
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,EXCHANGE SURGERY,32690047,936.82
Department of Health,CCG,30/06/2020,C&M?GMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR BR JACOBS,32820015,950.85
Department of Health,CCG,30/06/2020,Cont Care?Physical Disab (65+),CHC ADULT FULLY FUNDED,METRO HOMECARE LTD,32797561,957.67
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR SK PATEL & PARTNERS,32690188,958.25
Department of Health,CCG,30/06/2020,ME?PMS GP Pension ERs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,DR PLANA F & PARTNER,32690186,958.64
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,TUDOR WAY SURGERY,32768128,965.7
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR MOSTAFA M A,32690181,968.9
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,WELLING MEDICAL,32690213,972.19
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR GERA & PARTNER,32690177,974.6
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DEPTFORD SURGERY,32666200,979.7
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,MORDEN HILL SURGERY,32690079,980
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,SPRINGFIELD MEDICAL CENTRE,32690107,980
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BELLEGROVE ROAD SURGERY,32690165,980
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,ELTHAM PALACE SURGERY,32690192,980
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,VANBRUGH GROUP PRACTICE,32690220,980
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,CHISLEHURST MEDICAL PRACTICE,32768047,980
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BELMONT HILL SURGERY,32666195,983.36
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,VESTA ROAD SURGERY,32666223,986.07
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,GARDENS SURGERY,32666205,992.73
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DULWICH MEDICAL CENTRE CHADWICK ROAD,32666204,1004.56
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PLAS MEDDYG SURGERY,32820093,1005.13
Department of Health,CCG,30/06/2020,C&M?GMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,32768105,1006.19
Department of Health,CCG,30/06/2020,ME?GMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,PENROSE GROUP KINGFISHER MEDICAL CENTRE,32807153,1008.38
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,BEXLEY GROUP PRACTICE,32690170,1016.67
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,CONCORDIA PARKSIDE,32690023,1016.97
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PICKHURST SURGERY,32753676,1018.01
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,GREEN ST GREEN MEDICAL CENTRE,32768086,1019.04
