Date,Expense,Expense area,Supplier,Transaction,amount
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",ELIZABETH AVENUE GROUP PRACTICE,32042685,"2,511.68"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ELIZABETH AVENUE GROUP PRACTICE,32042685,"64,329.50"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ELIZABETH AVENUE GROUP PRACTICE,32042685,"7,166.67"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ELIZABETH AVENUE GROUP PRACTICE,32042685,"1,185.13"
4/30/2020,"Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ELIZABETH AVENUE GROUP PRACTICE,32042685,511.05
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ELIZABETH AVENUE GROUP PRACTICE,32042685,"5,659.33"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",FAMILY PRACTICE LONDON,32042686,"42,618.54"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",FAMILY PRACTICE LONDON,32042686,"2,375.00"
4/30/2020,"Notional Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",FAMILY PRACTICE LONDON,32042686,"3,472.25"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",GOODINGE GROUP PRACTICE,32042688,"1,041.27"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,GOODINGE GROUP PRACTICE,32042688,"101,435.51"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",GOODINGE GROUP PRACTICE,32042688,"9,287.50"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",GOODINGE GROUP PRACTICE,32042688,"7,110.75"
4/30/2020,C&M-GMS Prof Fees,PRC DELEGATED CO-,GOODINGE GROUP PRACTICE,32042688,237.95
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",GOODINGE GROUP PRACTICE,32042688,"7,683.33"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",GROUP PRACTICE AT RIVER PLACE,32042690,761.51
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,GROUP PRACTICE AT RIVER PLACE,32042690,"77,727.96"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",GROUP PRACTICE AT RIVER PLACE,32042690,"5,808.33"
4/30/2020,"Cost Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",GROUP PRACTICE AT RIVER PLACE,32042690,93.11
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",GROUP PRACTICE AT RIVER PLACE,32042690,"5,711.80"
4/30/2020,"Aspiration
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",GROUP PRACTICE AT RIVER PLACE,32042690,649.81
4/30/2020,"Year EEs
ME - GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042691,"-1,491.00"
4/30/2020,"Year ERs
ME - GMS TPS","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042691,"-9,481.07"
4/30/2020,"Added Years Adj EEs
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042691,"-37,749.51"
4/30/2020,"EEs
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042691,"-37,623.16"
4/30/2020,"ERs Adjustments
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042691,-990.45
4/30/2020,"Year EEs
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042692,"151,867.19"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042692,"29,755.17"
4/30/2020,"Actual Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ISLINGTON CENTRAL MEDICAL CENTRE,32042692,"9,109.98"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",KILLICK STREET HEALTH CENTRE,32042694,"2,251.48"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,KILLICK STREET HEALTH CENTRE,32042694,"91,823.91"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,"21,596.42"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,"26,702.32"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,67.63
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,304.15
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,"6,903.84"
4/30/2020,"Aspiration
ME - GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,32.69
4/30/2020,"Year ERs
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",KILLICK STREET HEALTH CENTRE,32042694,709.35
4/30/2020,"Year EEs
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",MILDMAY MEDICAL PRACTICE,32042697,281.35
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,MILDMAY MEDICAL PRACTICE,32042697,"47,033.47"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",MILDMAY MEDICAL PRACTICE,32042697,"11,415.00"
4/30/2020,"Actual Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",MILDMAY MEDICAL PRACTICE,32042697,39.31
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",MILDMAY MEDICAL PRACTICE,32042697,"3,596.22"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",MILLER PRACTICE,32042699,"31,664.80"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,MILLER PRACTICE,32042699,"85,496.84"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",MILLER PRACTICE,32042699,"5,025.00"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",MILLER PRACTICE,32042699,"4,454.89"
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",MILLER PRACTICE,32042699,"5,878.95"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",NORTHERN MEDICAL CENTRE,32042701,"73,626.31"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",NORTHERN MEDICAL CENTRE,32042701,"7,987.50"
4/30/2020,"Actual Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",NORTHERN MEDICAL CENTRE,32042701,"5,771.23"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",PINE STREET MEDICAL CENTRE,32042704,"23,042.55"
4/30/2020,"Sum
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",PINE STREET MEDICAL CENTRE,32042704,"32,248.62"
4/30/2020,"Locum 
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",PINE STREET MEDICAL CENTRE,32042704,"1,670.22"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",ROMAN WAY MEDICAL CENTRE,32042706,"29,762.45"
4/30/2020,"Sum
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ROMAN WAY MEDICAL CENTRE,32042706,"2,789.15"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",RISE GROUP PRACTICE,32042708,"1,149.99"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,RISE GROUP PRACTICE,32042708,"43,146.63"
4/30/2020,"Sum
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,"1,161.49"
4/30/2020,"Seniority
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,484.3
4/30/2020,"Clinical Waste
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,"11,500.00"
4/30/2020,"Cost Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,"1,979.87"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,120.77
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,196.56
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",RISE GROUP PRACTICE,32042708,"3,220.97"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",RITCHIE STREET GROUP PRACTICE,32042710,"1,070.22"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,RITCHIE STREET GROUP PRACTICE,32042710,"140,748.94"
4/30/2020,C&M-GMS PCO,PRC DELEGATED CO-,RITCHIE STREET GROUP PRACTICE,32042710,"10,320.00"
4/30/2020,"Other
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",RITCHIE STREET GROUP PRACTICE,32042710,"20,370.00"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",RITCHIE STREET GROUP PRACTICE,32042710,"1,912.83"
4/30/2020,"Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",RITCHIE STREET GROUP PRACTICE,32042710,498.65
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",RITCHIE STREET GROUP PRACTICE,32042710,"7,923.94"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",SOBELL MEDICAL CENTRE,32042711,"34,190.21"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOBELL MEDICAL CENTRE,32042711,"2,083.33"
4/30/2020,"Actual Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",SOBELL MEDICAL CENTRE,32042711,"2,209.22"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",STROUD GREEN MEDICAL PRACTICE,32042713,892.46
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,STROUD GREEN MEDICAL PRACTICE,32042713,"48,877.47"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",STROUD GREEN MEDICAL PRACTICE,32042713,"2,791.67"
4/30/2020,"Actual Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",STROUD GREEN MEDICAL PRACTICE,32042713,142.76
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",STROUD GREEN MEDICAL PRACTICE,32042713,"2,681.00"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",ST JOHNS WAY MEDICAL CENTRE,32042715,"1,304.92"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ST JOHNS WAY MEDICAL CENTRE,32042715,"104,546.73"
4/30/2020,"Sum
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS WAY MEDICAL CENTRE,32042715,"15,201.00"
4/30/2020,"Locum 
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS WAY MEDICAL CENTRE,32042715,"8,291.67"
4/30/2020,"Actual Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS WAY MEDICAL CENTRE,32042715,146.9
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS WAY MEDICAL CENTRE,32042715,"7,885.75"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",ST PETERS STREET MEDICAL CENTRE,32042717,"93,125.46"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ST PETERS STREET MEDICAL CENTRE,32042717,"7,672.50"
4/30/2020,"Actual Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ST PETERS STREET MEDICAL CENTRE,32042717,"5,270.79"
4/30/2020,"Aspiration
ME - GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",ST PETERS STREET MEDICAL CENTRE,32042717,"1,323.60"
4/30/2020,"Year ERs
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",ST PETERS STREET MEDICAL CENTRE,32042717,"2,236.41"
4/30/2020,"Year EEs
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",TUFNELL SURGERY,32042719,"3,202.08"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,TUFNELL SURGERY,32042719,"82,654.30"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",TUFNELL SURGERY,32042719,"9,312.75"
4/30/2020,"Actual Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",TUFNELL SURGERY,32042719,606.22
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",TUFNELL SURGERY,32042719,"6,268.22"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",VILLAGE PRACTICE LONDON,32042721,"66,661.83"
4/30/2020,"Sum
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",VILLAGE PRACTICE LONDON,32042721,"4,453.81"
4/30/2020,"Aspiration
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",MORRIS HOUSE GROUP PRACTICE,32049514,"-16,231.86"
4/30/2020,"EEs
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",MORRIS HOUSE GROUP PRACTICE,32049514,"-17,390.74"
4/30/2020,"ERs Adjustments
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",DRS NEELESH & TAMARA BOWRY,32054010,"5,508.97"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,DRS NEELESH & TAMARA BOWRY,32054010,"33,358.58"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",DRS NEELESH & TAMARA BOWRY,32054010,"10,073.41"
4/30/2020,"Healthcentre Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",DRS NEELESH & TAMARA BOWRY,32054010,"1,083.24"
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",DRS NEELESH & TAMARA BOWRY,32054010,"2,156.20"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,"1,545.92"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,HIGHBURY GRANGE MEDICAL PRACTICE,32054012,"72,187.27"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,"12,125.00"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,872.22
4/30/2020,"Clinical Waste
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,"1,381.09"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,55.2
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,153.11
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",HIGHBURY GRANGE MEDICAL PRACTICE,32054012,"4,833.69"
4/30/2020,"Aspiration
Cont Care- Prior","COMMISSIONING
FUNDED NURSING CARE",BUPA CARE HOMES,32058679,"36,118.35"
4/30/2020,"Year Payments
Clinical&Medical-",LEARNING DIFFICULTIES,ACCOMPLISH GROUP,32059204,"35,075.57"
4/30/2020,"Independent Sector
Clinical&Medical-",ACUTE COMMISSIONING,BMI HEALTHCARE LTD,32059335,"-37,636.50"
4/30/2020,"Commercial Sector
Hcare Srv Rec Fdtn",PRESCRIBING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32059735,"-40,618.00"
4/30/2020,"Trust-Non Contract
Hcare Srv Rec Fdtn",PRESCRIBING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32059745,"40,618.00"
4/30/2020,"Trust-Non Contract
Hcare Srv Rec Fdtn",PRESCRIBING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32059754,"40,618.00"
4/30/2020,"Trust-Non Contract
Cont Care- Prior",CHC ADULT FULLY FUNDED,DRS CARE HOMES LTD,32059786,"30,360.87"
4/30/2020,"Year Payments
Cont Care- Prior",CHC ADULT FULLY FUNDED,CEDARS CARE CENTRE (BARNET),32059960,"39,527.87"
4/30/2020,C&M-GMS Cost of,LOCAL ENHANCED SERVICES,ADLER & ROSENBERG,32069009,"1,104.36"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ADLER & ROSENBERG,32069009,"38,669.76"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ADLER & ROSENBERG,32069009,736.32
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ADLER & ROSENBERG,32069009,"2,590.98"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ADLER & ROSENBERG,32069009,"1,247.50"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ADLER & ROSENBERG,32069009,"1,540.68"
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ADLER & ROSENBERG,32069009,153.11
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ADLER & ROSENBERG,32069009,"2,751.80"
4/30/2020,"Aspiration
C&M-GMS DES","COMMISSIONING
PRC DELEGATED CO-",CORNWALL HOUSE SURGERY,32069012,840
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",CORNWALL HOUSE SURGERY,32069012,"41,542.19"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",CORNWALL HOUSE SURGERY,32069012,810.41
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",CORNWALL HOUSE SURGERY,32069012,"4,112.15"
4/30/2020,"Notional Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",CORNWALL HOUSE SURGERY,32069012,"3,368.74"
4/30/2020,"Aspiration
C&M-GMS DES","COMMISSIONING
PRC DELEGATED CO-",EVERGLADE MEDICAL PARCTICE,32069019,980
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",EVERGLADE MEDICAL PARCTICE,32069019,"61,025.94"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",EVERGLADE MEDICAL PARCTICE,32069019,"1,153.00"
4/30/2020,"Participation
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",EVERGLADE MEDICAL PARCTICE,32069019,"5,173.42"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",EAST FINCHLEY MEDICAL PRACTICE,32069021,622.61
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,EAST FINCHLEY MEDICAL PRACTICE,32069021,"55,108.95"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",EAST FINCHLEY MEDICAL PRACTICE,32069021,"1,047.48"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",EAST FINCHLEY MEDICAL PRACTICE,32069021,"4,911.83"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",EAST FINCHLEY MEDICAL PRACTICE,32069021,109.66
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",EAST FINCHLEY MEDICAL PRACTICE,32069021,"2,655.19"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",ISAACSON & PARTNERS,32069028,572.58
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ISAACSON & PARTNERS,32069028,"37,460.58"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ISAACSON & PARTNERS,32069028,714.45
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ISAACSON & PARTNERS,32069028,"2,184.73"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ISAACSON & PARTNERS,32069028,"1,174.73"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ISAACSON & PARTNERS,32069028,872.54
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ISAACSON & PARTNERS,32069028,97.25
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ISAACSON & PARTNERS,32069028,"3,365.67"
4/30/2020,"Aspiration
C&M-GMS DES","COMMISSIONING
PRC DELEGATED CO-",JAI MEDICAL CENTRE,32069031,840
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",JAI MEDICAL CENTRE,32069031,"63,186.12"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",JAI MEDICAL CENTRE,32069031,"1,217.67"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",JAI MEDICAL CENTRE,32069031,"7,339.94"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",JAI MEDICAL CENTRE,32069031,24.95
4/30/2020,"Water Rates
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",JAI MEDICAL CENTRE,32069031,"7,150.79"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",LANE END MEDICAL GROUP,32069035,"4,224.83"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,LANE END MEDICAL GROUP,32069035,"91,980.78"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",LANE END MEDICAL GROUP,32069035,"1,763.07"
4/30/2020,"Participation
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",LANE END MEDICAL GROUP,32069035,"3,998.17"
4/30/2020,"Seniority
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",LANE END MEDICAL GROUP,32069035,"6,180.31"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",LANE END MEDICAL GROUP,32069035,394.29
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",LANE END MEDICAL GROUP,32069035,788.3
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",LANE END MEDICAL GROUP,32069035,"8,278.10"
4/30/2020,"Aspiration
C&M-GMS DES","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"1,400.00"
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"58,187.40"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"1,116.13"
4/30/2020,"Participation
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"5,087.04"
4/30/2020,"Aspiration
ME - GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"6,111.48"
4/30/2020,"Year ERs
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"3,293.80"
4/30/2020,"EEs Adjustments
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"5,092.90"
4/30/2020,"ERs Adjustments
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",MCCOLLUM & PARTNERS,32069039,"3,952.56"
4/30/2020,"Year EEs
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",MULBERRY MEDICAL PRACTICE,32069044,"2,103.25"
4/30/2020,C&M-GMS DES,PRC DELEGATED CO-,MULBERRY MEDICAL PRACTICE,32069044,140
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,"67,428.40"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,"1,304.54"
4/30/2020,"Participation
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,"5,543.58"
4/30/2020,"Locum 
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,"11,003.87"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,132.85
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,300.01
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",MULBERRY MEDICAL PRACTICE,32069044,"4,823.58"
