,query_string_n,CompanyNumber,CompanyName,audit_type,CHnotes,isCIC,count,amount,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
70,ARTHRITIS RESEARCH UK,00490500,VERSUS ARTHRITIS,"2: CC: 3 existing accepted imperfect name match, CH: 5 corrected imperf name match",ARTHRITIS RESEARCH UK is previous name (2010-2018) of Versus Arthritis,0 not CIC,6,717183.0,ARTHRITIS RESEARCH CAMPAIGN,THE ARTHRITIS RESEARCH TRUST,ARTHRITIS RESEARCH TRUST YORKSHIRE,18.671785,18.671785,16.597584,8.0,8.0,13.0
71,ARTSPACE CINDERFORD,02580953,CINDERFORD ARTSPACE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",location accords sole NHS cust Gloucester CCG,0 not CIC,1,35000.0,CINDERFORD ARTSPACE,CINDERFORD ARTSPACE,ARTSPACE,28.597507,28.597507,16.46395,18.0,18.0,11.0
72,ASCENTI,04530716,ASCENTI PHYSIO LIMITED,2: CH: 5 corrected imperf name match,physiotherapy services. Main (only?) operating subsid of 03225768 Ascenti Health Ltd. Both used TICC brand till 2017,0 not CIC,19,2721427.0,ASCENTIS,ASCENTIS,ASCENTYS LIMITED,17.044315,17.044315,14.610079999999998,1.0,1.0,9.0
73,ASHFORD AND DISTRICT VOLUNTEER BUREAU,03464057,ASHFORD VOLUNTEER CENTRE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","was Centre for Voluntary Organisations (Ashford District) Ltd till 18/6/15, but thats not exact match either",0 not CIC,2,56760.0,CLACTON AND DISTRICT VOLUNTEER BUREAU,DARTFORD DISTRICT VOLUNTEER BUREAU,DOVER DISTRICT VOLUNTEER BUREAU,21.666529999999998,21.666529999999998,21.666529999999998,7.0,7.0,10.0
74,ASHRIDGE,04433255,PRIORY GROUP LIMITED,2: CH: 5 corrected imperf name match,"Ashridge (care home), Boston, run by Priory Adult Care, pref to several other Ashridge options incl mgmt coll",0 not CIC,52,609847024.0,ASHRIDGE,ASHRIDGE LIMITED,ASHRIDGE ACCOUNTANCY LIMITED,15.188756,13.019527,11.392476,0.0,8.0,20.0
75,ASHRIDGE COURT CARE CENTRE,07372706,ASHRIDGE COURT (BEXHILL) LIMITED,2: CH: 5 corrected imperf name match,"sole NHS cust Hastings & R CCG, so preferred to automatch 03954137 Ashridge Court Ltd in same Bournemouth-based group",0 not CIC,43,1376152.0,ASHRIDGE COURT LIMITED,ASHRIDGE CARE LIMITED,ASHRIDGE COURT BEXHILL LIMITED,17.156961,16.605669,15.2510395,10.0,12.0,13.0
76,ASIST,03068125,ASIST,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",Stoke-based near both NHS custs (ASIST = Advocacy Services In STaffs). rejected 1088203 char is in Devon,0 not CIC,2,111802.0,ASIST,ASIST,ASIST,18.876755,18.876755,18.876755,0.0,0.0,0.0
77,ASPENS CHARITIES,10342980,ASPENS CHARITIES,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","reg 3/2/17, inc 23/8/16, well before data of first NHS payment",0 not CIC,3,227582.0,ASPENS CHARITIES,ASPENS CHARITIES,ASPEN AND ASPEN LIMITED,18.064472,18.064472,13.482867,0.0,0.0,14.0
78,ASSOCIATION FOR INFANT MENTAL HEALTH,03219779,ASSOCIATION FOR INFANT MENTAL HEALTH UK,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",inc 2/7/96. assoc charity 1174298 reg 20yr later 17/8/17 but no preceding charity reg found,0 not CIC,1,74000.0,ASSOCIATION FOR INFANT MENTAL HEALTH UK,ASSOCIATION FOR INFANT MENTAL HEALTH UK,BARKING ASSOCIATION FOR MENTAL HEALTH,21.561854999999998,21.561854999999998,17.000668,3.0,3.0,15.0
79,ASTBURY MERE CARE HOME,OC348553,PORTHAVEN CARE HOMES LLP,2: CH: 5 corrected imperf name match,CQC says Astbury Mere Care Home is run by Porthaven Care Homes LLP. Not a charity,0 not CIC,1,271513.0,ASTBURY MERE TRUST,ASTBURY MERE TRUST,MERE VIEW ASTBURY LIMITED,22.289382999999997,22.289382999999997,19.813314000000002,8.0,8.0,21.0
80,AUTISM CARE 4 UK LIMITED,07884044,AUTISM CARE UK (4) LIMITED,2: CH: 4 corrected now perf name match,"CQC-listed as provider at a single site in Stanley, which accords with Durham & Darlington NHS custs",0 not CIC,2,-1225.0,AUTISM CARE UK 4 LIMITED,AUTISM CARE UK LIMITED,ACTIONS 4 AUTISM UK LIMITED,20.469193,16.649720000000002,16.298437,4.0,2.0,11.0
81,AUTISM CARE UK LIMITED,03997337,AUTISM CARE (UK) LIMITED,2: CH: 1 existing perfect name match,"CQC-listed as provider at multiple sites in NE, in accordance with NHS cust locations",0 not CIC,7,222308.0,AUTISM CARE UK LIMITED,AUTISM UK,AUTISM CARE UK 2 LIMITED,16.649720000000002,15.309885999999999,14.985064999999999,0.0,13.0,2.0
82,AVENUES TRUST,03804617,THE AVENUES TRUST GROUP,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",prev names incl THE AVENUES TRUST LIMITED,0 not CIC,1,39347.0,THE AVENUE TRUST,THE AVENUES TRUST,BYRNE AVENUE TRUST,13.946696,13.946696,12.203777,5.0,4.0,7.0
83,AVOCET,02647631,AVOCET TRUST,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",Hull location is decisive,0 not CIC,1,27477.0,AVOCET,AVOCET HOUSE,AVOCET LIMITED,14.960581,12.823939,12.823939,0.0,6.0,8.0
84,AVONDALE NURSING HOME,02609389,DELPHSIDE LIMITED,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match","note also Avondale Nursing Home - Woodford Green (Essex) & Avondale Nursing Home (Eccles), operator diss 21/3/17",0 not CIC,1,73466.0,AVONDALE NURSING HOME,NURSES HOME,NURSES HOME,24.249548,15.534201000000001,15.534201000000001,0.0,12.0,12.0
85,BABY WAYS COMMUNITY INTEREST COMPANY,06189491,BABY WAYS COMMUNITY INTEREST COMPANY,2: CH: 4 corrected now perf name match,dissolved 1/8/17 after sole NHS payment 23/7/13. No successor org identified,1 CIC,1,35952.0,SUFFOLK BABIES COMMUNITY INTEREST COMPANY,91 WAYS COMMUNITY INTEREST COMPANY,ADVENTURE WAYS COMMUNITY INTEREST COMPANY,18.464529000000002,17.755566,17.755566,11.0,4.0,9.0
86,BAC IN COMMUNITY INTEREST COMPANY LIMITED,06040172,BAC-IN C.I.C.,2: CH: 4 corrected now perf name match,"inc 2007, still active, no name changes. Note there was an assoc char 1150970 for a time, see CCnotes",1 CIC,7,276262.0,BAC,BAC,BAC,14.837378,14.837378,14.837378,38.0,38.0,38.0
87,BALKERNE GARDENS TRUST LIMITED,IP13299R,BALKERNE GARDENS TRUST LIMITED,2: CH: 1 existing perfect name match,IPS therefore exempt charity,0 not CIC,15,757301.0,BALKERNE GARDENS TRUST LIMITED,BALKERNE TOWER TRUST LIMITED,BALKERNE TOWER TRUST LIMITED,22.0527,16.549849,16.549849,0.0,6.0,6.0
88,BAND,03284504,BUILDING A NEW DIRECTION LIMITED,"2: CC: 3 existing accepted imperfect name match, CH: 5 corrected imperf name match",Bolton location is decisive,0 not CIC,10,614432.0,BAND,AMERSHAM BAND,AMERSHAM BAND,11.6733265,10.006164,10.006164,0.0,9.0,9.0
89,BAPEN,CE019853,BRITISH ASSOCIATION FOR PARENTERAL AND ENTERAL NUTRITION,"2: CC: 1 existing perfect name match, CH: 8 date-dependent match","CIO, reg 3/12/19 after lat NHS payment 30/4/19. No comp found associated with preceding charity",0 not CIC,8,406611.0,BAPEN,,,21.146622,,,0.0,,
90,BARNARDO SERVICES LIMITED,01227919,BARNARDO SERVICES LIMITED,2: CH: 1 existing perfect name match,Group annual report says this comp provides a range of services for children & young people in conjunction with LAs &c,0 not CIC,36,3027762.0,BARNARDOS,BARNARDOS,BARNARDO SERVICES LIMITED,17.39145,17.39145,16.270456,16.0,16.0,0.0
91,BARNARDOS MIDLANDS AND SOUTH WEST,00061625,BARNARDOS,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",Barnards Branches do note seem to be separately registered. Midlands & SW are diff branches anyway,0 not CIC,25,16700923.0,BARNARDOS,BARNARDOS,SOUTH WEST CONSTRUCTION WEST MIDLANDS LIMITED,17.39145,17.39145,15.590798999999999,24.0,24.0,36.0
92,BARNARDOS SERVICES LIMITED,01227919,BARNARDO SERVICES LIMITED,2: CH: 1 existing perfect name match,Group annual report says this comp provides a range of services for children & young people in conjunction with LAs &c,0 not CIC,2,3027762.0,BARNARDOS,BARNARDOS,BARNARDO SERVICES LIMITED,17.39145,17.39145,16.270456,17.0,17.0,1.0
93,BARNARDOS WEST,00061625,BARNARDOS,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",Barnards Branches do note seem to be separately registered,0 not CIC,6,16700923.0,BARNARDOS,BARNARDOS,BARNARDOS WHEELS,17.39145,17.39145,14.907637,5.0,5.0,4.0
94,BARNET FEDERATED GPS,09876402,BARNET FEDERATED GPS C.I.C.,2: CH: 4 corrected now perf name match,"was LTD till 26/7/18, ie at time of both NHS payments in this record, from local CCG & Trust",1 CIC,2,3556796.0,BARNET FEDERATED GPS LIMITED,BARNET FEDERATED GPS COMMUNITY INTEREST COMPANY,AANDE GPS,25.421322,20.800064000000003,11.793901,8.0,27.0,12.0
95,BARNET FEDERATED GPS LIMITED,09876402,BARNET FEDERATED GPS C.I.C.,2: CH: 4 corrected now perf name match,"was LTD till 26/7/18, so NHS payments in this record both as LTD and CIC. both geolocatable custs are local",1 CIC,44,3556796.0,BARNET FEDERATED GPS LIMITED,BARNET FEDERATED GPS COMMUNITY INTEREST COMPANY,AANDE GPS,25.528553,20.800064000000003,11.793901,0.0,22.0,20.0
96,BARNET FEDERATED GPS LIMITED,09876402,BARNET FEDERATED GPS C.I.C.,2: CH: 4 corrected now perf name match,"was LTD till 26/7/18, so NHS payments in this record both as LTD and CIC. both geolocatable custs are local",1 CIC,44,3556796.0,BARNET FEDERATED GPS LIMITED,BARNET FEDERATED GPS COMMUNITY INTEREST COMPANY,AANDE GPS,25.528553,20.800064000000003,11.793901,0.0,22.0,20.0
97,BARNET FEDERATED GPS LIMITED,09876402,BARNET FEDERATED GPS C.I.C.,2: CH: 4 corrected now perf name match,"was LTD till 26/7/18, so NHS payments in this record both as LTD and CIC. both geolocatable custs are local",1 CIC,44,3556796.0,BARNET FEDERATED GPS LIMITED,BARNET FEDERATED GPS COMMUNITY INTEREST COMPANY,AANDE GPS,25.528553,20.800064000000003,11.793901,0.0,22.0,20.0
98,BARNET REFUGEE SERVICES,05243595,BARNET REFUGEE SERVICE,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",no sign of a registration in the plural,0 not CIC,2,64000.0,BARNET REFUGEE SERVICE,BARNET REFUGEE SERVICE,BARNET MIGRANT AND REFUGEE FORUM,22.359203,22.359203,17.115130999999998,1.0,1.0,19.0
99,BARNSLEY HEALTH CARE LIMITED,04485012,NEVILLE HEALTH CARE LIMITED,2: CH: 5 corrected imperf name match,"was Barnsley Health Care Limited (perfect match) till 18/1/13, just before NHS payment",0 not CIC,1,4813159.0,CROSSROADS CARE BARNSLEY,BARNSLEY SEXUAL HEALTH SERVICE,BARNSLEY HEALTH CLUB INVESTMENTS LIMITED,14.744351000000002,13.821251,12.535900999999999,19.0,15.0,14.0
100,BARNSLEY HEALTHCARE FEDERATION,10448098,BARNSLEY HEALTHCARE FEDERATION CIC,2: CH: 8 date-dependent match,"was 09651047 Barnsley Healthcare Federation (BHF) CIC till 20/9/16, then as matched 10448098 from 26/10/16",1 CIC,251,19862079.0,BARNSLEY HEALTHCARE FEDERATION COMMUNITY INTEREST COMPANY,BARNSLEY HEALTHCARE FEDERATION BHF COMMUNITY INTEREST COMPANY,WIGAN BOROUGH FEDERATED HEALTHCARE LIMITED,17.820566,16.335758,11.976991,27.0,31.0,29.0
101,BARNSLEY HEALTHCARE FEDERATION COMMUNITY INTEREST COMPANY GOLDTHORPE,10448098,BARNSLEY HEALTHCARE FEDERATION CIC,2: CH: 8 date-dependent match,"was 09651047 Barnsley Healthcare Federation (BHF) CIC till 20/9/16, then as matched 10448098 from 26/10/16",1 CIC,33,19862079.0,BARNSLEY HEALTHCARE FEDERATION COMMUNITY INTEREST COMPANY,BARNSLEY HEALTHCARE FEDERATION BHF COMMUNITY INTEREST COMPANY,ITRUST BARNSLEY COMMUNITY INTEREST COMPANY,28.383570000000002,26.018652,19.244394,11.0,15.0,35.0
102,BARNSLEY HOSPICE,02274925,BARNSLEY HOSPICE APPEAL,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",Company Group accounts bear the full matched name confirming its status as provider and operator,0 not CIC,34,11035533.0,BARNSLEY HOSPICE,BARNSLEY HOSPICE APPEAL,BARNSLEY HOSPICE APPEAL,21.311964,18.648605,18.648605,0.0,7.0,7.0
103,BARNSLEY PREMIER LEISURE TRUST,03790143,BARNSLEY PREMIER LEISURE,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match","it might well be a trust, but its not part of the name",0 not CIC,2,0.0,BARNSLEY PREMIER LEISURE,BARNSLEY PREMIER LEISURE,BARNSLEY PREMIER LEISURE TRADING LIMITED,23.609325,23.609325,18.888365,6.0,6.0,12.0
104,BARTON HILL SETTLEMENT,05031499,WELLSPRING SETTLEMENT,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",was Barton Hill Settlement till 6/2/20. Bristol like sole NHS cust,0 not CIC,1,55500.0,BARTON HILL SETTLEMENT,BARTON HILL SETTLEMENT,BOURTON ON THE HILL SETTLEMENT,24.721667999999998,24.721667999999998,15.906286999999999,0.0,0.0,9.0
105,BASSETLAW MIND,01991226,BASSETLAW ASSOCIATION FOR MENTAL HEALTH LIMITED,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",diss 22/9/20 long after last NHS payment 31/3/15,0 not CIC,2,51365.0,BASSETLAW MIND,BASSETLAW MENCAP,HOMESTART BASSETLAW,22.193125,13.342026,13.342026,0.0,4.0,15.0
106,BEACON HOUSE,09205920,BEACON HOUSE PSYCHOLOGICAL SERVICES LIMITED,2: CH: 5 corrected imperf name match,"only NHS cust is Horsham Mid Sussex CCG, mental health budget, good match to this Sussex company. Not a charity",0 not CIC,4,77071.0,BEACON HOUSE,BEACON HOUSE MINISTRIES,BEACON HOUSE MINISTRIES,16.035926999999997,14.031918,14.031918,0.0,11.0,11.0
107,BELIEVE,CE007504,BELIEVE ORGAN DONOR SUPPORT,"2: CC: 7 tentative match, CH: 7 tentative match",accepted mainly for lack of viable alternatives. Web hits for sole-trader Leeds graphic designer but seems less likely,0 not CIC,1,31614.0,BELIEVE,THE BELIEVER,THE BELIEVERS,13.841154999999999,13.841154999999999,13.841154999999999,0.0,5.0,6.0
108,BENENDEN HOSPITAL TRUST,03454120,THE BENENDEN HOSPITAL TRUST,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",auto-match to NHSD seems to have precluded matches to CC & CH,0 not CIC,308,26055433.0,THE BENENDEN HOSPITAL TRUST,THE BENENDEN HOSPITAL TRUST,THE BENENDEN HOSPITAL TRUST,23.892122,23.892122,23.892122,4.0,4.0,4.0
109,BETH JOHNSON FOUNDATION,06454378,THE BETH JOHNSON FOUNDATION,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",swapped names with 01120137 (now Beth Johnson Endowment Ltd) on 19/12/07,0 not CIC,2,81438.0,THE BETH JOHNSON FOUNDATION,THE BETH JOHNSON FOUNDATION,THE BETH JOHNSON FOUNDATION,24.683785999999998,24.683785999999998,24.683785999999998,4.0,4.0,4.0
110,BETTER START BRADFORD,04084653,BRADFORD TRIDENT LIMITED,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","Better Start Bradford has active website and rec Nat Lottery funding, but is part of Trident not an org in its own right",0 not CIC,15,806140.0,BETTER COMMUNITIES BRADFORD,BETTER COMMUNITIES BRADFORD,BETTER START EDUCATION LIMITED,17.274887,17.274887,15.652211999999999,10.0,10.0,14.0
111,BEVAN,07572335,BEVAN HEALTHCARE C.I.C.,2: CH: 5 corrected imperf name match,"CCnotes> Healthcare CIC, so thats likeliest match. Overlap in use of both name variants concerns, but no alt match found",1 CIC,31,10077111.0,BEVAN AND BEVAN LIMITED,BEVAN HOUSE,BEVAN LIMITED,14.311653,12.110011,12.110011,18.0,6.0,8.0
112,BEVAN LIMITED,12077498,BEVAN LIMITED,2: CH: 1 existing perfect name match,"CCnotes> Health Care, Education Cultural & Other Soc Services, whatever that means. inc 1/7/19 before sole pymt 31/1/20",0 not CIC,1,30368.0,BEVAN AND BEVAN LIMITED,BEVAN LIMITED,BEVAN HOUSE,14.432285999999998,12.247872000000001,12.110011,10.0,0.0,6.0
113,BIG LIFE CO THE,04227431,THE BIG LIFE COMPANY LIMITED,2: CH: 4 corrected now perf name match,"though website describes this company as a social enterprise, nowhere is it claimed to be a CIC; accts accord",0 not CIC,24,5263130.0,BIG LIFE CENTRES,BIG LIFE CENTRES,BIG LIFE SCHOOLS,14.241729000000001,14.241729000000001,14.241729000000001,4.0,4.0,6.0
114,BIG LIFE SERVICES,03311884,BIG LIFE CENTRES,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",was Big Life Services 8/9/03 - 09/10/07,0 not CIC,26,2430591.0,BIG LIFE SERVICES,BIG LIFE CENTRES,BIG LIFE CENTRES,17.346922,14.241729000000001,14.241729000000001,0.0,5.0,5.0
115,BIRCH ASSIST LIMITED TA BLUEBIRDCARE,05710248,BLUEBIRD CARE GROUP LIMITED,2: CH: 7 tentative match,"Bluebird Care is a group reg in Hants (parent matched), Birch Assist in Edinburgh, and nil at stated Berks locn SL1 7EP",0 not CIC,1,29130.0,BIRCH ASSIST LIMITED,RR BOXFORD TA PROPERTY ASSIST LIMITED,BIRCH AND BIRCH LIMITED,17.564598,12.622589999999999,12.615955,16.0,33.0,23.0
116,BIRCH COLLABORATION LIMITED,08771964,BIRCH COLLABORATION LIMITED,2: CH: 4 corrected now perf name match,"only viable match is Blackpool company, sole NHS cust is London. sole payment lies between inc 12/11/13 & diss 24/8/19",0 not CIC,1,36267.0,BIRCH AND BIRCH LIMITED,BIRCH,THE BIRCHES,12.615955,12.334717,12.334717,11.0,22.0,23.0
117,BIRMINGHAM CHILDRENS TRUST,10762047,BIRMINGHAM CHILDREN'S TRUST COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"Ltd till 24/10/18, CIC thereafter, 1st NHS payment 31/10/18",1 CIC,9,845636.0,BIRMINGHAM CHILDRENS HOSPITAL NHS TRUST CHARITY,BIRMINGHAM CHILDRENS TRUST COMMUNITY INTEREST COMPANY,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,14.232458,14.232458,14.232458,21.0,27.0,26.0
118,BIRMINGHAM CHILDRENS TRUST LIMITED,10762047,BIRMINGHAM CHILDREN'S TRUST COMMUNITY INTEREST COMPANY,2: CH: 1 existing perfect name match,"Ltd till 24/10/18, CIC thereafter, NHS pymt 31/7/19",1 CIC,1,845636.0,BIRMINGHAM CHILDRENS HOSPITAL NHS TRUST CHARITY,BIRMINGHAM CHILDRENS TRUST COMMUNITY INTEREST COMPANY,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,14.232458,14.232458,14.232458,19.0,22.0,28.0
119,BIRMINGHAM FOCUS,03353444,FOCUS BIRMINGHAM,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",was Birmingham Focus On Blindness 2002-2009,0 not CIC,2,64169.0,FOCUS BIRMINGHAM,FOCUS BIRMINGHAM,BIRMINGHAM FOCUS ON BLINDNESS,18.227169,18.227169,15.949318,12.0,12.0,13.0
120,BIRMINGHAM INSTITUTE FOR THE DEAF,03124204,BID SERVICES,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",was Birmingham Institute for the Deaf till 11/6/08,0 not CIC,9,250117.0,BIRMINGHAM INSTITUTE FOR THE DEAF,INSTITUTE FOR THE DEAF,THE DEAF INSTITUTE,24.12469,18.82355,18.82355,0.0,11.0,22.0
121,BIRMINGHAM JEWISH COMMUNITY CARE,CE015653,BIRMINGHAM JEWISH COMMUNITY CARE,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",CIO reg 19/11/18. Recent reg accords with NHS payment 31/1/20,0 not CIC,1,28942.0,BIRMINGHAM JEWISH COMMUNITY CARE,BIRMINGHAM JEWISH COMMUNITY CARE,BIRMINGHAM JEWISH COMMUNITY CARE,24.241709,24.241709,24.241709,0.0,0.0,0.0
122,BIRMINGHAM VOLUNTARY SERVICES COUNCIL,00421688,BIRMINGHAM VOLUNTARY SERVICE COUNCIL,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",no sign of a registration in the plural,0 not CIC,4,181882.0,BIRMINGHAM VOLUNTARY SERVICE COUNCIL,BIRMINGHAM VOLUNTARY SERVICE COUNCIL,ADUR COUNCIL FOR VOLUNTARY SERVICE,23.151318,23.151318,16.348007,1.0,1.0,23.0
123,BIRMINGHAM WOMENS AID,03509538,BIRMINGHAM AND SOLIHULL WOMENS AID,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Birmingham Womens Aid till 5/5/06. Note ampersand in comp name but not char,0 not CIC,2,583083.0,BIRMINGHAM WOMENS AID,BIRMINGHAM AND SOLIHULL WOMENS AID,BIRMINGHAM AND SOLIHULL WOMENS AID,22.619629,20.106873,20.106873,0.0,13.0,13.0
124,BLACK COUNTRY PARTNERSHIP FOR CARE,10433674,BLACK COUNTRY PARTNERSHIP FOR CARE C.I.C.,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2016 incorporation,1 CIC,2,120000.0,BLACK COUNTRY PARTNERSHIP FOR CARE COMMUNITY INTEREST COMPANY,BLACK COUNTRY CARE SERVICES LIMITED,ELITE CARE BLACK COUNTRY LIMITED,16.357204,16.016223999999998,16.016223999999998,27.0,16.0,29.0
125,BLACKBURN BROOK ADVISORY CENTRE,02466940,BROOK YOUNG PEOPLE,"2: CC: 6 match options, CH: 6 match options","match corr to merged char, but 02916471 Blackburn Brook advisory Centre still active, renamed Brook Blackburn 3/12/09",0 not CIC,6,2311475.0,BLACKBURN BROOK ADVISORY CENTRE,BROOK ADVISORY CENTRE,BROOK ADVISORY CENTRES,26.202618,20.199144,20.199144,0.0,10.0,11.0
126,BLUESCI,09901361,BLUESCI SUPPORT COMMUNITY INTEREST COMPANY,2: CH: 3 existing accepted imperfect name match,poss alt match 08496280 Bluesci Consultancy CIC inc ?too small for 2015 transaction at least,1 CIC,3,451194.0,BLUESCY SOLAR LIMITED,BLUESCI CONSULTANCY COMMUNITY INTEREST COMPANY,BLUESCI SUPPORT COMMUNITY INTEREST COMPANY,14.964922,11.972511,11.972511,14.0,39.0,35.0
127,BLUESCI SUPPORT COMMUNITY INTEREST COMPANY,09901361,BLUESCI SUPPORT COMMUNITY INTEREST COMPANY,2: CH: 1 existing perfect name match,note also 08496280 Bluesci Consultancy CIC at M16 0LN 5 miles from match at WA15 7JU,1 CIC,8,451194.0,BLUESCI SUPPORT COMMUNITY INTEREST COMPANY,BLUESCI CONSULTANCY COMMUNITY INTEREST COMPANY,ASPIRE COMMUNITY SUPPORT COMMUNITY INTEREST COMPANY,28.582283,23.591614,16.819971,0.0,9.0,13.0
128,BLYTHE HOUSE HOSPICE,02880281,HIGH PEAK HOSPICECARE,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match","CC records matching prev name, CH doesnt but CC and own website confirm same org",0 not CIC,2,247734.0,BLYTHE HOUSE HOSPICE,KEMP HOSPICE KEMP HOUSE HOSPICE,ALICE HOUSE HOSPICE,23.956184,14.591476,14.186973000000002,0.0,15.0,4.0
129,BMI FOSCOTE HOSPITAL,01294170,WALNUT HEALTHCARE TRUST LIMITED,"2: CC: 3 existing accepted imperfect name match, CH: 5 corrected imperf name match","01294170 is comp assoc w/ CC 272931. Hospital provider changed 12/18, now 11742951 The New Foscote Hospital Limited",0 not CIC,1,688436.0,FOSCOTE HOSPITAL,BMI BEARDWOOD HOSPITAL,BMI CHAUCER HOSPITAL,23.629406,18.789463,18.789463,4.0,8.0,7.0
