Dept Family,Organisation Name,Accounting Year,Period,Date,Transaction Number,Supplier,VAT Registration Number,Expense Area,Expense type,Amount
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1440919,Interserve Catering Services Ltd,576994073,Rf:Pp Hotel Services,Contract Catering,"77,106.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1443307,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,682.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1445802,London Borough Of Enfield,220670890,Tw:Enfield Civic Centre,Rent,"62,018.75"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1445803,London Borough Of Enfield,220670890,Tw:Enfield Civic Centre,Rent,"62,018.75"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1445804,London Borough Of Enfield,220670890,Tw:Enfield Civic Centre,Rent,"62,018.75"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446009,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"48,523.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446075,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"32,349.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446079,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"90,088.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446335,Roche Products Ltd,600358871,Tw:Balance Sheet,Pharmacy Issues & Receipts,"32,544.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446906,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"38,834.24"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446969,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,975.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1446970,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"35,935.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,15141,Alcura Uk Ltd,603992727,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"38,421.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,12/06/2020,1415501,Montagu Evans Llp,,Tw: Property Bau,Consultancy Fees,"27,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,12/06/2020,1443703,Cerner Limited,779047193,Tw:Patient Systems,Other Non-Clinical Supplies,"221,865.77"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,12/06/2020,1443705,Cerner Limited,779047193,Tw:Patient Systems,Other Non-Clinical Supplies,"98,202.50"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,12/06/2020,1445756,Insight Direct (Uk) Ltd,,Tw:Information Man And Tech,Other Non-Clinical Supplies,"204,586.29"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,12/06/2020,1446064,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"57,600.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,12/06/2020,1446200,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"166,776.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,19/06/2020,1445744,Medtronic Ltd,467254526,Bh:Barnet Ecg Dept,Pacemakers,"26,976.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,23/06/2020,1441564,Butterfly Network Inc,324217434,Rf:Special Trustees Recharge,Med&Surg Equipment,"29,005.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/07/2020,1412348,Hsl (Fm) Llp,204055358,Rf:General Pathology,Pathology Tests Joint Venture,"407,373.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/07/2020,1436204,Hsl (Fm) Llp,204055358,Rf:General Pathology,Pathology Tests Joint Venture,"-407,373.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1333553,Dhl Supply Chain Ltd,230113042,Rf:Rfh Transport,Transport-Misc.Expenses,"37,190.47"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1351296,Philips Healthcare (Surrey),407850060,Tw:Patient Systems,Msse Maintenance Repairs,"68,358.32"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1368850,Dhl Supply Chain Ltd,230113042,Rf:Rfh Transport,Transport-Misc.Expenses,"28,796.03"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1368852,Dhl Supply Chain Ltd,230113042,Rf:Rfh Transport,Transport-Misc.Expenses,"29,518.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1369052,Philips Healthcare (Surrey),407850060,Tw:Patient Systems,Msse Maintenance Repairs,"68,358.32"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1393747,Dhl Supply Chain Ltd,230113042,Rf:Rfh Transport,Transport-Misc.Expenses,"32,510.42"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1416968,Dhl Supply Chain Ltd,230113042,Rf:Rfh Transport,Transport-Misc.Expenses,"31,218.02"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1432546,Boc Ltd,226556555,Tw:Nightingale Ward (Excel),Medical Gases,"122,400.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1432676,Boc Ltd,226556555,Tw:Nightingale Ward (Excel),Medical Gases,"1,322,760.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1439324,Dhl Supply Chain Ltd,230113042,Rf:Rfh Transport,Transport-Misc.Expenses,"-28,305.85"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,1445165,Cec Healthcare Coding Ltd,215249033,Tw:Clinical Coding,Other Non-Clinical Supplies,"44,630.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,2308,Compass Contract Services (Uk) Limited,466477701,Tw:Soft Fm Contracts,Other Soft Fm Contracts,"321,515.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,2347,Cbre Managed Services Ltd,853936883,Tw:Estates Maintenance,Msse Maintenance Contracts,"55,694.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/06/2020,2348,Universal Sealants (Uk) Ltd,353895222,Ch:Mscp Refurbishment,Ic Building Contracts,"223,452.94"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,02/06/2020,1449096,Metier Healthcare Ltd,726536033,Bh:Pfi Project,Consultancy Fees,"3,635,985.72"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,04/06/2020,1452780,Cfes Limited,876320218,Tw:Nightingale Ward (Excel),Building Contracts,"1,195,200.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1159948,Ucl Partners,103019180,Tw:Trust Board,Consultancy Fees,"100,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1250748,University College London,524371168,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,"-235,500.94"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1371931,Full Support Healthcare Ltd,814695802,Rf:Tass Management,Other Med - Recharge In,"31,554.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1391266,Grifols Uk Ltd,849740388,Rf:Haematology Labs,Laboratory Chemical & Reagents,"32,062.50"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1402523,Hologic Uk Ltd,724644532,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"174,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1402524,Hologic Uk Ltd,724644532,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"174,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1402526,Hologic Uk Ltd,724644532,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"174,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1407580,Hologic Uk Ltd,724644532,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"174,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1412331,Gama Healthcare Ltd,867572574,Rf:Rfh Facilities Management,Cleaning Equipment & Materials,"189,600.01"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1420765,Insight Direct (Uk) Ltd,,Tw:Information Man And Tech,Other Non-Clinical Supplies,"38,625.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1420849,Fire-Risk Management Services,769928454,Tw:Nightingale Ward (Excel),Structural Engineers Fees,"32,028.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1425045,Gama Healthcare Ltd,867572574,Rf:Rfh Facilities Management,Cleaning Equipment & Materials,"33,600.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1429268,Alliance Medical Ltd,523318667,Ch:Sonography,Services Nhsts Clinical,"44,255.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1431423,University College London,524371168,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,"447,134.78"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1431545,University College London,524371168,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,"444,407.99"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1431546,University College London,524371168,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,"446,189.48"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1431857,Hoare Lea Llp,109587250,Tw:Nightingale Ward (Excel),Building Contracts,"64,725.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1436481,Keystream Healthcare Resources Ltd,105919025,Rf:19-20 Pc'S Infrastructure,Other Non-Clinical Supplies,"37,344.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1436483,Keystream Healthcare Resources Ltd,105919025,Tw:Information Man And Tech,Other Non-Clinical Supplies,"45,281.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1436565,Shawbrook Bank Ltd,927475688,Rf:Radiology,Msse Lease Charges,"99,188.41"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1440296,Mbi Healthcare Technologies Ltd,157524303,Tw:Performance Information,It Service Contracts,"63,070.32"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1440302,Edf Energy Customers Plc,523041202,Rf:Energy,Electricity,"185,772.34"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1450026,The Richard Stephens Partnership,822082262,Rf:Covid 19 2na Icu Surge,Consultancy Fees,"37,095.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1450128,Haverstock Healthcare Ltd,215028936,Rf:A & E Nursing,Services Ccgs Clinical,"75,021.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1451074,Bayer Plc,641958611,Tw:Balance Sheet,Pharmacy Issues & Receipts,"41,060.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1451092,Csl Behring,583602338,Tw:Balance Sheet,Pharmacy Issues & Receipts,"84,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1451442,Premier Inn Business Account,243292864,Rf:Accommodation-Pay,Patient Hotel Accommodation,"105,995.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1452545,Pharmaxo Pharmacy Services Ltd,210696424,Tw:Balance Sheet,Pharmacy Issues & Receipts,"32,165.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1452659,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"71,480.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1452660,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"71,480.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,1452912,Dell Corporation Ltd,635823528,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,"32,100.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,15877,Janssen-Cilag Ltd,207929448,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"27,182.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,15938,Alliance Healthcare (Distribution) Ltd,391532058,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"31,329.72"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,05/06/2020,16008,Otsuka Pharmaceutical Europe Ltd,720417177,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"37,695.84"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,07/06/2020,1453044,Ct Jackson Ltd,204069593,Rf:Backlog Maintenance,Msse Maintenance Contracts,"32,739.32"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,11/06/2020,16288,Alloga Uk,684090520,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"88,132.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1260069,Medtronic Ltd,467254526,Bh:Cardiology - Barnet,I. C. D'S (Tedd),"51,600.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1384490,Rfl Dispensary Services Ltd,320084155,Rf:Pharmacy - Patients Serv.S,Ic Management Service,"106,444.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1384491,Rfl Dispensary Services Ltd,320084155,Rf:Pharmacy - Patients Serv.S,Ic Management Service,"118,397.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1407085,Medtronic Ltd,467254526,Bh:Cardiology - Barnet,I. C. D'S (Tedd),"-51,600.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1412190,Rfl Dispensary Services Ltd,320084155,Rf:Pharmacy - Patients Serv.S,Ic Management Service,"118,879.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1412384,Nhs Blood And Transplant,654961603,Rf:Haematology Labs,Blood Products,"-28,481.03"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1420029,Siemens Healthcare Limited,479985260,Rf:Beds And Mattresses Ref No,Med&Surg Equipment,"29,021.08"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1435002,Ash Corporate Finance (Hampstead) Ltd,820733844,Tw:Balance Sheet,Finance Lease Obligation,"380,999.22"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1440411,Supply Chain Coordination Ltd (Capital),290885854,Tw:Ultrasound 16 Nhsi Nhssc,Radiology Equipment,"-254,206.87"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1440957,Nhs Blood And Transplant,654961603,Rf:Haematology Labs,Blood Products,"168,943.86"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1441415,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"43,111.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1443534,Supply Chain Coordination Ltd (Capital),290885854,Tw:Ultrasound 16 Nhsi Nhssc,Radiology Equipment,"254,206.87"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1443631,Corona Energy,577704800,Rf:Energy,Gas,"-210,099.34"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1443674,Ecourier,577249206,Rf:Rfh Transport,Transport-Equipment/Materials,"94,540.09"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1443717,Cfes Limited,876320218,Tw:Covid-19 Stp,Building Contracts,"186,709.90"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445001,Supply Chain Coordination Ltd (Maintenance),290885854,Rf:Medical Physics,Msse Maintenance Contracts,"423,380.28"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445136,Corona Energy,577704800,Rf:Energy,Gas,"175,449.97"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445137,Corona Energy,577704800,Rf:Energy,Gas,"210,099.34"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445190,Bxtaccelyon Ltd,171462222,Bh:Urology Barnet,Med&Surg Equipment,"26,067.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445677,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"98,109.11"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445678,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"82,762.87"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445681,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"106,562.03"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1445788,Mbi Healthcare Technologies Ltd,157524303,Tw:Performance Information,It Service Contracts,"189,840.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1451012,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"80,872.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1451585,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"52,283.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1452687,Keystream Healthcare Resources Ltd,105919025,Tw:Information Man And Tech,Other Non-Clinical Supplies,"77,268.29"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1452825,Abm Aviation (Uk) Limited,325097895,Rf:Covid-19 (Surge),Other Non-Clinical Services,"136,519.79"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1452862,Ernst & Young Llp,773831408,Tw:Financial Director,Consultancy Fees,"36,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1452879,Haverstock Healthcare Ltd,215028936,Rf:Diabetic Team,Healthcare Commercial Sector,"45,496.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1452884,Haverstock Healthcare Ltd,215028936,Rf:Diabetic Team,Healthcare Commercial Sector,"85,884.59"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1452969,Nissan Motor Manufacturing (Uk) Ltd,386354325,Rf:Covid-19 (Patient Testing),Staff Clothing,"50,160.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1453283,Supply Chain Coordination Ltd (Capital),290885854,Tw:Ultrasound 16 Nhsi Nhssc,Med&Surg Equipment,"162,146.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1453285,Supply Chain Coordination Ltd (Capital),290885854,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"134,102.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1453290,Supply Chain Coordination Ltd (Capital),290885854,Tw:Ultrasound 16 Nhsi Nhssc,Med&Surg Equipment,"79,290.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1453861,Insight Direct (Uk) Ltd,,Rf:19-20 Wi-Fi Infrastructure,Other Non-Clinical Supplies,"1,862,294.05"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1455364,Fagron Uk Ltd,920530855,Tw:Balance Sheet,Pharmacy Issues & Receipts,"216,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1455428,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"33,355.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1455576,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"77,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,1457698,Softcat Limited,,Rf:Somerset Cancer Register,It Software,"182,574.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,12/06/2020,15946,Alliance Healthcare (Distribution) Ltd,391532058,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"25,954.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,15/06/2020,1449883,Vannin Healthcare Global Ltd,5370808,Rf:Covid-19 (Patient Testing),Staff Clothing,"3,658,536.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,15/06/2020,1453122,Darwin Group Limited,907075331,Bh:Modular Ward,Building Contracts,"157,428.44"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,17/06/2020,1460918,Hmrc Cumbernauld,,Tw:Balance Sheet,Creditors - Income Tax,"7,516,234.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,17/06/2020,1460919,Hmrc Cumbernauld,,Tw:Balance Sheet,Creditors-Nat Insurance-Ees,"3,399,597.54"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,17/06/2020,1460920,Hmrc Cumbernauld,,Tw:Balance Sheet,Creditors-Nat Insurance-Ers,"4,670,956.25"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,17/06/2020,2647,Hmrc Cumbernauld,,Tw:Balance Sheet-Property Serv,Creditors - Income Tax,"32,846.04"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,18/06/2020,16639,Alloga Uk,684090520,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"92,539.44"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1426342,Compass Contract Services (Uk) Limited,466477701,Tw:Nightingale Ward (Excel),Contract Catering,"180,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1426343,Hsl (Analytics) Llp,223219932,Tw:Balance Sheet,Restructuring Prov Current,"89,885.19"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1448793,Rfl Property Services Limited,,Rf:Ih Catering Restaurant,Ic Ih Catering Retail,"186,372.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1448798,Rfl Property Services Limited,,Rf:Ih Catering Patients,Ic Ih Catering Patients,"201,408.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449133,Zoll Medical Uk Ltd,603734951,Rf:Covoid19 Equipments,Med&Surg Equipment,"33,995.08"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449271,Nhs Shared Business Services Ltd,848137212,Tw:Payroll,Other Non-Clinical Services,"35,165.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449385,Bytes Software Services Ltd,823818226,Tw:Information Man And Tech,Other Non-Clinical Supplies,"34,830.23"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449831,Bates Office Services Limited,696521207,Rf:Covid-19 (Surge),Staff Clothing,"48,500.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449861,Baxter Healthcare Ltd,103222439,Rf:Capd,Renal Dialysis Consumables,"103,679.46"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449862,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"81,746.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449864,Baxter Healthcare Ltd,103222439,Rf:Capd,Renal Dialysis Consumables,"183,524.96"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1449866,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"63,628.94"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1450126,Haverstock Healthcare Ltd,215028936,Bh:A&E Med Staff,Agency Other Medical,"82,617.75"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1451281,Roche Products Ltd,600358871,Tw:Balance Sheet,Pharmacy Issues & Receipts,"36,230.38"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1451801,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,714.45"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1451900,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,888.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1452215,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"26,813.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1452324,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"38,067.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1453143,Philips Respironics Uk Ltd,407850060,Rf:Thoracic Medicine,Anaesthetic Equip&Accessories,"32,130.72"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1453155,Dictate It,835575990,Tw:Patient Systems,Office Equipment,"55,704.84"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1454142,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"25,118.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1454219,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"51,825.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1455429,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"250,164.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1455575,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"77,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1456039,D&L Medical Limited,635851326,Rf:Corona Virus 11south Works,Engineering Equip & Materials,"48,222.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1459031,Philips Healthcare (Surrey),407850060,Tw:Patient Systems,Healthcare Non-Nhs Recharge,"-30,012.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1459506,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"48,523.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1459543,Bristol-Myers Squibb Pharmaceuticals Ltd,163542667,Tw:Balance Sheet,Pharmacy Issues & Receipts,"61,612.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1459544,Bristol-Myers Squibb Pharmaceuticals Ltd,163542667,Tw:Balance Sheet,Pharmacy Issues & Receipts,"30,806.10"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1459546,Bristol-Myers Squibb Pharmaceuticals Ltd,163542667,Tw:Balance Sheet,Pharmacy Issues & Receipts,"35,370.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460722,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"141,837.64"
